Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5406.220206,121.1302764,1.754713405,1.912868707,Emitter_2,Emitter_2
5410,134.4016791,1.824217119,1.57054876,Emitter_2,Emitter_2
5404.959748,994.5060953,0.890356348,0,Emitter_3,Emitter_3
5409.442042,1025.895668,0.732207717,0.237841384,Emitter_3,Emitter_3
5400,1000.672086,0.442638346,0.089380704,Emitter_3,Emitter_3
5409.107986,140.6787577,1.706519924,1.384095028,Emitter_2,Emitter_2
5402.065054,168.7197825,1.863055856,2,Emitter_2,Emitter_2
5400.413491,933.9419257,1.086996753,1.642522682,Noise,Noise
5403.646082,1052.928235,0.70757519,0.148705893,Emitter_3,Emitter_3
5404.288915,145.9592311,1.798684083,1.460538621,Emitter_2,Emitter_2
5400,1016.952196,0.362351258,0.401458846,Emitter_1,Emitter_3
5400,975.1556229,0.25774607,0,Emitter_3,Emitter_3
5400,153.0206772,1.983803104,1.525247662,Emitter_2,Emitter_2
5403.083225,154.8862928,2,1.949444473,Emitter_2,Emitter_2
5405.102802,588.7906942,0.487359973,1.49888529,Noise,Noise
5400,135.2685412,1.765561477,1.781692846,Emitter_2,Emitter_2
5400,105.5390794,1.758242649,2,Emitter_2,Emitter_2
5400,1053.126078,0.214738087,0,Emitter_3,Emitter_3
5400,986.686032,0.31467332,0.155126973,Emitter_3,Emitter_3
5410,111.7442284,1.601817409,1.790525439,Emitter_2,Emitter_2
5400,1029.45873,0.181999639,0.065220762,Emitter_3,Emitter_3
5400.799526,1005.450721,0.478158022,0,Emitter_3,Emitter_3
5400,145.6661036,1.640004986,1.850831469,Emitter_2,Emitter_2
5400,114.8107447,1.960412542,1.825864042,Emitter_2,Emitter_2
5400,108.945904,1.875399205,1.808635356,Emitter_2,Emitter_2
5408.336397,276.3474099,0.378457051,0.772685634,Noise,Noise
5401.446014,1003.985891,0.376458457,0.041733421,Emitter_3,Emitter_3
5400,127.1038213,2,1.605786183,Emitter_2,Emitter_2
5400,1041.755767,0.206047127,0.226159555,Emitter_1,Emitter_3
5400,988.0167837,0.329026496,0.023243844,Emitter_3,Emitter_3
5400,178.0935976,2,1.913533364,Emitter_2,Emitter_2
5400,162.0616656,1.428522619,1.447828518,Emitter_2,Emitter_2
5407.810359,1036.748841,0.162616108,0.077426092,Emitter_3,Emitter_3
5404.020091,1066.880346,0.077378576,0,Emitter_1,Emitter_3
5404.322763,322.8136924,1.920953756,0.13707413,Noise,Emitter_2
5400,131.1554895,2,1.657261443,Emitter_2,Emitter_2
5406.614772,1028.450769,0.32451661,0.104147701,Emitter_3,Emitter_3
5400,1051.844664,0.202737601,0.123552298,Emitter_1,Emitter_3
5408.589869,119.1549663,1.861183884,1.933977245,Emitter_2,Emitter_2
5402.089667,990.9945237,0.14658929,0.035343611,Emitter_3,Emitter_3
5410,1048.906348,0.181940147,0,Emitter_3,Emitter_3
5403.553838,188.4621226,1.675241382,1.762631497,Emitter_2,Emitter_2
5400,1060.689566,0.330639124,0.277355064,Emitter_3,Emitter_3
5400,137.2024264,1.442065309,1.943516728,Emitter_2,Emitter_2
5404.475817,100,1.637557433,1.764401871,Emitter_2,Emitter_2
5410,1038.096531,0.481376647,0,Emitter_1,Emitter_3
5409.703194,552.5424582,0.734671569,0.170812618,Noise,Noise
5410,1001.743449,0.592388529,0,Emitter_3,Emitter_3
5402.537502,860.168076,1.194082075,0.85517794,Noise,Emitter_3
5408.932625,110.201277,1.604555177,1.819293408,Emitter_2,Emitter_2
5407.141058,104.4848342,1.724403251,1.786431901,Emitter_2,Emitter_2
5411.200469,152.4349357,1.564572305,2.160017516,Emitter_2,Emitter_2
5404.099845,643.7860097,1.768248207,1.652347852,Noise,Noise
5403.205414,123.9172462,1.543319302,2,Emitter_2,Emitter_2
5400,135.7188446,1.803551591,1.713794561,Emitter_2,Emitter_2
5400,119.9972216,2,1.458665807,Emitter_2,Emitter_2
5405.158266,138.5034291,1.795651184,2,Emitter_2,Emitter_2
5400,161.0500473,1.960565782,1.794496334,Emitter_2,Emitter_2
5410,152.932286,1.813353491,1.604638237,Emitter_2,Emitter_2
5410,1037.843158,0.661658016,0,Emitter_3,Emitter_3
5407.843725,1011.262241,0.370756373,0.02719391,Emitter_3,Emitter_3
5402.742451,374.1739515,0.741568444,1.646736393,Noise,Noise
5410,142.1308935,1.818035699,1.998752829,Emitter_2,Emitter_2
5401.675282,166.2296164,1.738207706,1.947861544,Emitter_2,Emitter_2
5409.981035,1011.767722,0.549292033,0,Emitter_3,Emitter_3
5400,134.9453781,1.643264726,2,Emitter_2,Emitter_2
5408.230565,988.5024234,0.336139429,0,Emitter_3,Emitter_3
5404.417549,510.6132373,0.886014328,1.103608136,Noise,Emitter_2
5400,144.5275041,1.8087827,2,Emitter_2,Emitter_2
5403.667089,1022.004829,0.228680947,0.330898819,Emitter_3,Emitter_3
5400,181.6561998,2,1.948581748,Emitter_2,Emitter_2
5401.391394,786.8739776,0.005427099,1.07227103,Noise,Noise
5401.080382,980.4737858,0.330002661,0.190862016,Emitter_3,Emitter_3
5406.784406,585.1356394,0.135805033,0.466917963,Noise,Noise
5406.994507,127.9076056,1.872031061,1.729764382,Emitter_2,Emitter_2
5403.3729,1028.702294,0.296048231,0.254523231,Emitter_3,Emitter_3
5400,1010.218716,0.3773207,0,Emitter_3,Emitter_3
5400,155.8052664,1.749550513,1.619103517,Emitter_2,Emitter_2
5400,1009.848519,0.226955575,0.0336624,Emitter_3,Emitter_3
5400,150.2146413,1.9750049,1.814744673,Emitter_2,Emitter_2
5400,1017.160457,0.464667636,0.112121965,Emitter_1,Emitter_3
5403.269319,103.4617939,2,1.796017536,Emitter_2,Emitter_2
5403.264445,961.6743265,1.963205906,0.244230759,Noise,Noise
5400,145.0485751,1.858611766,1.516912023,Emitter_2,Emitter_2
5409.091128,152.372171,1.598213131,1.52368762,Emitter_2,Emitter_2
5403.71618,166.0574198,2.061080235,1.963941202,Emitter_2,Emitter_2
5400,132.3608742,1.677897267,1.80708393,Emitter_2,Emitter_2
5405.230016,603.6751875,1.258480091,0.828461459,Noise,Noise
5410,154.4097222,1.98902378,1.869012546,Emitter_2,Emitter_2
5406.193465,107.7396637,1.961046255,1.521528927,Emitter_2,Emitter_2
5403.378295,141.7371955,2,1.673408179,Emitter_2,Emitter_2
5400,1013.2855,0.277006595,0.093126738,Emitter_3,Emitter_3
5409.836599,153.2535672,2,1.543107687,Emitter_2,Emitter_2
5400,134.3912344,1.624354918,1.687846199,Emitter_2,Emitter_2
5404.51532,590.9572332,1.303168721,0.935245783,Noise,Noise
5403.568845,715.942692,1.994305526,0.174918612,Noise,Noise
5410,159.9955916,1.772105437,1.860331001,Emitter_2,Emitter_2
5400,971.7595449,0.292670614,0,Emitter_3,Emitter_3
5400,1040.398995,0,0,Emitter_3,Emitter_3
5398.964585,1014.355204,0.382887333,0.217134757,Emitter_3,Emitter_3
5404.132417,142.2979443,2,1.944891946,Emitter_2,Emitter_2
5410,141.2430181,1.879504566,1.811495574,Emitter_2,Emitter_2
5400.423538,176.7956951,1.025734621,0.675515312,Noise,Noise
5399.819535,145.5553214,1.746920631,2.011855494,Emitter_2,Emitter_2
5399.30511,176.6505322,2.09082776,1.701472367,Emitter_2,Emitter_2
5400,1049.002169,0.327667643,0.08695013,Emitter_3,Emitter_3
5410,1039.257632,0.22486983,0.036682808,Emitter_3,Emitter_3
5400,100,1.493643992,1.552436983,Emitter_2,Emitter_2
5400,1076.255545,0.318605039,0,Emitter_1,Emitter_3
5401.526139,1030.751046,0.060175734,0.148959958,Emitter_3,Emitter_3
5400,160.7113014,1.614380449,1.671717723,Emitter_2,Emitter_2
5410,115.7646359,1.961189678,1.546772924,Emitter_2,Emitter_2
5403.313199,995.8957817,0.191807303,0,Emitter_3,Emitter_3
5400,156.0524952,1.877704375,1.922723593,Emitter_2,Emitter_2
5400,165.8458749,1.911084571,1.631320478,Emitter_2,Emitter_2
5403.702937,1049.890689,0.071857151,0.07653197,Emitter_3,Emitter_3
5406.70613,164.819312,1.99124983,1.799321993,Emitter_2,Emitter_2
5400,189.6828816,1.797783895,1.616538429,Emitter_2,Emitter_2
5410,192.2249462,1.592062211,1.820124786,Emitter_2,Emitter_2
5400,116.7932629,1.779537483,2,Emitter_2,Emitter_2
5400,1036.289218,0.431074767,0.415262427,Emitter_3,Emitter_3
5400,112.0328585,1.959386513,1.545733026,Emitter_2,Emitter_2
5410,150.8165642,1.707423774,2,Emitter_2,Emitter_2
5401.444927,1004.141315,0.452619861,0,Emitter_3,Emitter_3
5403.254221,1022.523911,0.262454698,0,Emitter_3,Emitter_3
5410,1015.024246,0.211085009,0,Emitter_1,Emitter_3
5406.241487,614.3953747,0.018180759,1.018346869,Noise,Noise
5400,1050.18371,0.466638649,0.306528216,Emitter_1,Emitter_3
5400,123.8071108,1.744911439,1.917435702,Emitter_2,Emitter_2
5410,972.1169278,0,0.287505817,Emitter_3,Emitter_3
5400,147.1877215,1.770106261,1.602140779,Emitter_2,Emitter_2
5400,1006.49431,0.136491465,0.083248266,Emitter_3,Emitter_3
5408.791791,130.9402812,1.501350843,1.785501317,Emitter_2,Emitter_2
5408.84725,761.8098111,0.744641986,1.919111895,Noise,Emitter_2
5410,124.6099489,2,2,Emitter_2,Emitter_2
5410,997.3480378,0.29201251,0.093703539,Emitter_1,Emitter_3
5400,111.9266539,1.559193726,1.925076891,Emitter_2,Emitter_2
5410,1059.319236,0,0.285611139,Emitter_3,Emitter_3
5400,100,1.968258997,1.637434272,Emitter_2,Emitter_2
5408.586132,155.7694907,1.658471231,1.630584066,Emitter_2,Emitter_2
5400,164.16872,2,1.333677022,Emitter_2,Emitter_2
5410,1023.685557,0.509787987,0,Emitter_3,Emitter_3
5402.499951,131.8441525,2,1.941609893,Emitter_2,Emitter_2
5405.639021,1032.725677,0.421462113,0,Emitter_3,Emitter_3
5400.907114,152.9760363,1.854747876,1.926531421,Emitter_2,Emitter_2
5410,137.8283168,1.679377189,1.611034785,Emitter_2,Emitter_2
5400,1052.686073,0.386585117,0.06174089,Emitter_3,Emitter_3
5400,140.7714648,1.913591487,1.956370185,Emitter_2,Emitter_2
5401.027621,1035.13835,0.420558248,0,Emitter_1,Emitter_3
5410,153.1914791,1.78388887,1.882700014,Emitter_2,Emitter_2
5400,1088.07797,0.186890962,0.125930874,Emitter_1,Emitter_3
5405.775888,141.2579983,1.581022882,2,Emitter_2,Emitter_2
5400.505363,141.0215261,1.924773357,2,Emitter_2,Emitter_2
5410,1034.627752,0.101449997,0.21822523,Emitter_3,Emitter_3
5401.577479,1010.363561,0.091670557,0,Emitter_3,Emitter_3
5400,991.5751056,0.160439886,0.098926929,Emitter_3,Emitter_3
5400,131.8629386,1.693969117,1.763495669,Emitter_2,Emitter_2
5406.653231,602.2485756,1.174016114,0.977375868,Noise,Emitter_2
5400,124.9992364,2,1.523279999,Emitter_2,Emitter_2
5400,1033.7566,0.353183898,0,Emitter_1,Emitter_3
5400,153.6945672,1.822488332,1.601037911,Emitter_2,Emitter_2
5400,123.3161181,1.912420568,1.920123066,Emitter_2,Emitter_2
5410,1021.13733,0.388671908,0.036754698,Emitter_3,Emitter_3
5405.212647,1076.685386,0.182982594,0,Emitter_1,Emitter_3
5400.441478,173.1008444,1.633968337,1.643530815,Emitter_2,Emitter_2
5410,1042.804512,0.092569254,0.068267506,Emitter_1,Emitter_3
5400,1024.15684,0.080902027,0.047915438,Emitter_1,Emitter_3
5410,1016.368389,0.19791327,0,Emitter_1,Emitter_3
5401.418959,100,1.899694882,1.835177089,Emitter_2,Emitter_2
5401.473987,178.9460846,1.678111874,1.85831716,Emitter_2,Emitter_2
5400,152.7784893,1.975177861,1.868583443,Emitter_2,Emitter_2
5400,1023.273878,0,0,Emitter_3,Emitter_3
5400,1021.727411,0,0.147601663,Emitter_3,Emitter_3
5401.891168,1010.164349,0.321727455,0.008157367,Emitter_3,Emitter_3
5406.929829,1025.253275,0.262406837,0.55838241,Emitter_3,Emitter_3
5410,1011.315221,0.024945645,0,Emitter_3,Emitter_3
5405.122459,844.3880179,1.494329771,0.164834491,Noise,Emitter_3
5400,1023.084937,0.308762686,0.384250078,Emitter_3,Emitter_3
5400.934134,1014.471936,0.40685041,0,Emitter_3,Emitter_3
5400,155.362339,1.419845174,1.998219372,Emitter_2,Emitter_2
5403.87682,110.1081,1.953320413,2,Emitter_2,Emitter_2
5402.008223,1054.50325,0.166712612,0.041869493,Emitter_3,Emitter_3
5400,1015.680317,0,0.072432121,Emitter_1,Emitter_3
5400.107967,135.3231357,1.8809224,1.744642671,Emitter_2,Emitter_2
5409.136286,1036.55914,0.401959799,0,Emitter_3,Emitter_3
5401.592184,140.9733609,1.877679774,1.746173131,Emitter_2,Emitter_2
5400,167.1947851,1.865592515,1.858760489,Emitter_2,Emitter_2
5406.130854,143.0173526,2,1.984038946,Emitter_2,Emitter_2
5405.660606,1031.049205,0.405890956,0,Emitter_1,Emitter_3
5400,165.7210021,1.736347967,1.282340249,Emitter_2,Emitter_2
5400,1009.96488,0.079202874,0.004469425,Emitter_3,Emitter_3
5402.360109,973.0811997,0.488080487,1.347414834,Noise,Noise
5400,130.4190005,2,2,Emitter_2,Emitter_2
5400,1019.570294,0.365840174,0,Emitter_3,Emitter_3
5400,160.7493334,1.379459649,1.852849364,Emitter_2,Emitter_2
5406.834694,201.6492893,0.863083876,1.495894736,Noise,Noise
5400,118.377813,2,1.627238308,Emitter_2,Emitter_2
5404.063895,131.7279857,1.94836765,1.530900361,Emitter_2,Emitter_2
5403.99376,1006.636255,0.345144007,0,Emitter_3,Emitter_3
5404.012425,123.7811839,2,2,Emitter_2,Emitter_2
5400.221786,172.723626,2,1.91484289,Emitter_2,Emitter_2
5400.637406,133.1443878,1.520351055,1.102464323,Emitter_2,Emitter_2
5410,112.0207713,1.613444927,1.789053871,Emitter_2,Emitter_2
5400,151.0329541,1.991628525,1.625386853,Emitter_2,Emitter_2
5409.206075,111.3811802,2,2,Emitter_2,Emitter_2
5400,1050.006338,0.197769521,0,Emitter_1,Emitter_3
5400,1081.708787,0.336086918,0,Emitter_1,Emitter_3
5400,1004.807509,0.296770555,0.35252716,Emitter_3,Emitter_3
5400,130.5637896,1.890140879,1.949732449,Emitter_2,Emitter_2
5410,143.1393725,1.71387428,1.740585883,Emitter_2,Emitter_2
5404.889553,1023.432961,0.048048254,0,Emitter_3,Emitter_3
5400,1028.982373,0.371564216,0,Emitter_3,Emitter_3
5400,1050.195509,0.438136337,0.248082199,Emitter_1,Emitter_3
5401.414039,1024.206629,0.452669159,0,Emitter_3,Emitter_3
5401.069871,1027.717228,0.111300558,0.149241317,Emitter_3,Emitter_3
5410,136.4594109,1.841739261,1.80406475,Emitter_2,Emitter_2
5400,1039.908972,0.048712147,0.165540724,Emitter_3,Emitter_3
5400,165.8300881,1.636133472,1.760862192,Emitter_2,Emitter_2
5403.695936,199.4814855,1.330601787,1.807188621,Noise,Emitter_2
5410,1002.131,0.132384351,0.041357165,Emitter_1,Emitter_3
5401.464485,1017.898479,1.248423574,1.15100693,Noise,Noise
5404.004744,150.5466016,1.637483089,1.61998906,Emitter_2,Emitter_2
5403.394223,344.1008112,0.818400625,0.425531247,Noise,Noise
5400.02654,128.6666879,1.780133111,2,Emitter_2,Emitter_2
5407.668468,1036.077507,0.264456031,0.089974896,Emitter_3,Emitter_3
5404.890769,961.9013002,0.535375627,0,Emitter_3,Emitter_3
5410,150.1186861,1.809651251,1.483043505,Emitter_2,Emitter_2
5405.989662,685.5857497,1.471292307,0.002584951,Noise,Noise
5402.218445,161.5574615,1.455985454,1.68563934,Emitter_2,Emitter_2
5410,140.2013402,2,2,Emitter_2,Emitter_2
5403.650211,286.8718453,1.786670219,0.643703621,Noise,Emitter_2
5410,1011.69708,0.350423766,0,Emitter_1,Emitter_3
5406.074109,1050.109179,0.510046293,0.135217944,Emitter_3,Emitter_3
5410,147.8726975,1.589995105,1.363579915,Emitter_2,Emitter_2
5409.869524,1042.8606,0.052503674,0,Emitter_1,Emitter_3
5405.733623,1064.099252,0.69828503,0.121762303,Emitter_1,Emitter_3
5400,1045.206381,0.166422419,0.115868659,Emitter_1,Emitter_3
5405.297391,1007.918625,0,0.140039971,Emitter_3,Emitter_3
5400,1028.088422,0.417533494,0,Emitter_1,Emitter_3
5405.819678,160.159118,1.94220278,2,Emitter_2,Emitter_2
5409.33529,100,1.697993769,1.715005571,Emitter_2,Emitter_2
5400,170.3381071,2,1.595668167,Emitter_2,Emitter_2
5403.23788,137.6293153,1.679007649,1.636492909,Emitter_2,Emitter_2
5400,175.4128374,1.923211136,1.876537069,Emitter_2,Emitter_2
5400,137.3071182,1.63188405,1.81026328,Emitter_2,Emitter_2
5407.457976,148.2195233,1.817429602,2,Emitter_2,Emitter_2
5410,998.8569377,0,0,Emitter_3,Emitter_3
5409.409076,689.3490336,1.349071174,1.259768155,Noise,Noise
5409.614482,315.5416671,1.508360331,0.187830938,Noise,Noise
5400,1019.337816,0,0.138069707,Emitter_3,Emitter_3
5400,1004.755478,0.220819005,0.179794848,Emitter_3,Emitter_3
5406.62634,1004.329012,0.255599771,0.14387746,Emitter_3,Emitter_3
5401.829587,531.0579402,0.854107138,1.276135819,Noise,Noise
5401.4589,113.8547604,1.943634543,1.749546215,Emitter_2,Emitter_2
5405.492709,112.3404083,1.924287846,1.749385868,Emitter_2,Emitter_2
5405.345401,132.6405672,1.835058715,1.898678265,Emitter_2,Emitter_2
5410,163.90813,1.718969625,1.756711221,Emitter_2,Emitter_2
5405.652297,580.9724968,0.526317881,0.812699089,Noise,Noise
