Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5400,0,0,Emitter_3,Emitter_3
5407.061097,1.187447185,0.603909075,Noise,Noise
5410,1.659306642,1.616849419,Emitter_2,Emitter_2
5406.112153,0,0.215728757,Emitter_3,Noise
5400,0.077919282,0.157158064,Emitter_3,Emitter_3
5400,2,1.736599482,Emitter_2,Emitter_2
5408.761829,1.732761198,1.993264388,Noise,Emitter_2
5400,1.447973306,2,Emitter_2,Noise
5410,0.136146439,0.174557985,Emitter_3,Emitter_3
5400,2,2,Emitter_2,Emitter_2
5402.238222,0.207490139,0,Emitter_1,Emitter_3
5410,1.984253222,1.864170095,Emitter_2,Emitter_2
5400,1.969411984,1.970431181,Emitter_2,Emitter_2
5400,1.802316223,1.811438848,Emitter_2,Emitter_2
5410,1.701361913,1.631589201,Emitter_2,Emitter_2
5400,1.780585265,2,Emitter_2,Emitter_2
5400,0.219698275,0.031735222,Emitter_3,Emitter_3
5401.3234,0.02399537,0.222565553,Emitter_3,Emitter_3
5400.033763,1.651714484,1.797382038,Emitter_2,Noise
5410,0.301845109,0.230842898,Emitter_3,Emitter_3
5401.065487,1.686874313,1.893213272,Emitter_2,Emitter_2
5400,2,2,Emitter_2,Emitter_2
5410,0.601508153,0.274321699,Emitter_1,Emitter_3
5400,1.697172229,2,Emitter_2,Emitter_2
5406.647152,1.905874857,0.100074082,Noise,Noise
5400,0.353327456,0,Emitter_3,Emitter_3
5410,1.853658233,1.548131467,Emitter_2,Emitter_2
5400,0.362178334,0.124077542,Emitter_1,Emitter_3
5400.189293,1.661611694,1.994151616,Emitter_2,Emitter_2
5400,2,2,Emitter_2,Emitter_2
5405.632063,2,1.771052425,Emitter_2,Emitter_2
5410,1.82540854,1.863198062,Emitter_2,Emitter_2
5400,0.381039803,0,Emitter_3,Emitter_3
5410,0.353978348,0,Emitter_3,Emitter_3
5404.814623,0.580193748,1.347674216,Noise,Noise
5400,0.906879227,1.703325372,Emitter_2,Noise
5410,1.855718467,1.555895308,Emitter_2,Emitter_2
5410,0.3469986,0,Emitter_3,Emitter_3
5410,1.836743329,1.763650762,Emitter_2,Emitter_2
5400.707369,1.023677488,0.661951627,Noise,Noise
5400,1.741794821,1.693414012,Emitter_2,Emitter_2
5410,1.827411123,2,Emitter_2,Emitter_2
5407.832124,1.76794594,1.655090135,Emitter_2,Emitter_2
5400.747074,1.420296069,1.499437336,Noise,Noise
5410,1.905583047,1.974297712,Emitter_2,Emitter_2
5400,0.521968163,0,Emitter_3,Emitter_3
5407.844861,2,1.674396429,Emitter_2,Emitter_2
5404.555795,1.103096239,1.641887621,Noise,Noise
5400,0.468031272,0.232034138,Emitter_3,Emitter_3
5400,0.243327527,0.164051177,Emitter_3,Emitter_3
5400,1.761900131,1.857193204,Emitter_2,Emitter_2
5400,1.793954368,1.583158226,Emitter_2,Emitter_2
5401.024837,1.552661303,0.750161434,Noise,Noise
5410,1.819241808,1.99983002,Emitter_2,Emitter_2
5400,0.372831214,0,Emitter_3,Emitter_3
5403.688508,2,2,Emitter_2,Emitter_2
5410,1.747491158,1.909171988,Emitter_2,Emitter_2
5403.38369,1.602312118,1.797475064,Emitter_2,Noise
5410,0.456764041,0,Emitter_3,Emitter_3
5400,0.80196353,0.078035243,Emitter_3,Emitter_3
5410,0,0.202603749,Emitter_1,Emitter_3
5404.60226,1.615336189,1.775684769,Emitter_2,Noise
5410,0.30544335,0,Emitter_1,Emitter_3
5410,1.720192999,1.902573717,Emitter_2,Emitter_2
5402.170521,1.838860575,0.095603834,Noise,Noise
5400,0,0,Emitter_3,Emitter_3
5402.500193,0.150745709,-0.047212646,Emitter_3,Emitter_3
5407.42022,0.549612109,0.322975101,Emitter_3,Emitter_3
5404.224223,1.668322879,0.539721635,Noise,Noise
5400,0.222658118,0,Emitter_1,Emitter_3
5400,0.30340163,0,Emitter_3,Emitter_3
5400,0.217764868,0.12423828,Emitter_3,Emitter_3
5400,0.501091407,0,Emitter_3,Emitter_3
5410,1.619240644,1.621221492,Emitter_2,Emitter_2
5408.257666,2,1.669221898,Emitter_2,Emitter_2
5402.864108,0.311251247,0,Emitter_3,Noise
5400,0.440837903,0,Emitter_3,Emitter_3
5400,0.131806348,0,Emitter_1,Emitter_3
5407.5226,0.192977302,0.119334367,Emitter_3,Emitter_3
5410,1.883029713,1.800552298,Emitter_2,Emitter_2
5400,0.051157572,0,Emitter_1,Emitter_3
5400,0.258059202,0.238111537,Emitter_3,Emitter_3
5400,0.185674632,0.066925428,Emitter_3,Emitter_3
5410,0.550753852,0,Emitter_3,Emitter_3
5407.415416,1.887591222,1.804110505,Emitter_2,Emitter_2
5410,1.85727754,1.932241852,Emitter_2,Emitter_2
5400,1.661162586,1.77359063,Emitter_2,Noise
5405.961032,0.688847775,0.070068908,Emitter_3,Noise
5400,1.810777721,1.705456147,Emitter_2,Emitter_2
5403.077485,1.129894654,0.276450973,Noise,Noise
5406.275681,1.944913917,1.857876762,Emitter_2,Emitter_2
5400,0.195787383,0.054189716,Emitter_3,Emitter_3
5400.629919,1.839941871,1.255769687,Emitter_2,Noise
5410,0.730515254,0.088822868,Emitter_3,Emitter_3
5400.108966,0.134158067,0,Emitter_3,Emitter_3
5410,0.251197872,0.274908211,Emitter_3,Emitter_3
5400,0.223161825,0,Emitter_3,Emitter_3
5410,0,0.117665807,Emitter_3,Emitter_3
5408.331838,0.480000498,1.0169719,Noise,Noise
5406.220206,1.754713405,1.912868707,Emitter_2,Emitter_2
5410,1.824217119,1.57054876,Emitter_2,Emitter_2
5404.959748,0.890356348,0,Emitter_3,Noise
5409.442042,0.732207717,0.237841384,Emitter_3,Noise
5400,0.442638346,0.089380704,Emitter_3,Emitter_3
5409.107986,1.706519924,1.384095028,Emitter_2,Emitter_2
5402.065054,1.863055856,2,Emitter_2,Emitter_2
5400.413491,1.086996753,1.642522682,Noise,Noise
5403.646082,0.70757519,0.148705893,Emitter_3,Noise
5404.288915,1.798684083,1.460538621,Emitter_2,Noise
5400,0.362351258,0.401458846,Emitter_1,Emitter_3
5400,0.25774607,0,Emitter_3,Emitter_3
5400,1.983803104,1.525247662,Emitter_2,Emitter_2
5403.083225,2,1.949444473,Emitter_2,Emitter_2
5405.102802,0.487359973,1.49888529,Noise,Noise
5400,1.765561477,1.781692846,Emitter_2,Emitter_2
5400,1.758242649,2,Emitter_2,Emitter_2
5400,0.214738087,0,Emitter_3,Emitter_3
5400,0.31467332,0.155126973,Emitter_3,Emitter_3
5410,1.601817409,1.790525439,Emitter_2,Emitter_2
5400,0.181999639,0.065220762,Emitter_3,Emitter_3
5400.799526,0.478158022,0,Emitter_3,Emitter_3
5400,1.640004986,1.850831469,Emitter_2,Noise
5400,1.960412542,1.825864042,Emitter_2,Emitter_2
5400,1.875399205,1.808635356,Emitter_2,Emitter_2
5408.336397,0.378457051,0.772685634,Noise,Noise
5401.446014,0.376458457,0.041733421,Emitter_3,Emitter_3
5400,2,1.605786183,Emitter_2,Emitter_2
5400,0.206047127,0.226159555,Emitter_1,Emitter_3
5400,0.329026496,0.023243844,Emitter_3,Emitter_3
5400,2,1.913533364,Emitter_2,Emitter_2
5400,1.428522619,1.447828518,Emitter_2,Noise
5407.810359,0.162616108,0.077426092,Emitter_3,Emitter_3
5404.020091,0.077378576,0,Emitter_1,Noise
5404.322763,1.920953756,0.13707413,Noise,Noise
5400,2,1.657261443,Emitter_2,Emitter_2
5406.614772,0.32451661,0.104147701,Emitter_3,Noise
5400,0.202737601,0.123552298,Emitter_1,Emitter_3
5408.589869,1.861183884,1.933977245,Emitter_2,Emitter_2
5402.089667,0.14658929,0.035343611,Emitter_3,Emitter_3
5410,0.181940147,0,Emitter_3,Emitter_3
5403.553838,1.675241382,1.762631497,Emitter_2,Noise
5400,0.330639124,0.277355064,Emitter_3,Emitter_3
5400,1.442065309,1.943516728,Emitter_2,Noise
5404.475817,1.637557433,1.764401871,Emitter_2,Noise
5410,0.481376647,0,Emitter_1,Emitter_3
5409.703194,0.734671569,0.170812618,Noise,Emitter_3
5410,0.592388529,0,Emitter_3,Emitter_3
5402.537502,1.194082075,0.85517794,Noise,Noise
5408.932625,1.604555177,1.819293408,Emitter_2,Emitter_2
5407.141058,1.724403251,1.786431901,Emitter_2,Emitter_2
5411.200469,1.564572305,2.160017516,Emitter_2,Noise
5404.099845,1.768248207,1.652347852,Noise,Noise
5403.205414,1.543319302,2,Emitter_2,Noise
5400,1.803551591,1.713794561,Emitter_2,Emitter_2
5400,2,1.458665807,Emitter_2,Emitter_2
5405.158266,1.795651184,2,Emitter_2,Emitter_2
5400,1.960565782,1.794496334,Emitter_2,Emitter_2
5410,1.813353491,1.604638237,Emitter_2,Emitter_2
5410,0.661658016,0,Emitter_3,Emitter_3
5407.843725,0.370756373,0.02719391,Emitter_3,Emitter_3
5402.742451,0.741568444,1.646736393,Noise,Noise
5410,1.818035699,1.998752829,Emitter_2,Emitter_2
5401.675282,1.738207706,1.947861544,Emitter_2,Emitter_2
5409.981035,0.549292033,0,Emitter_3,Emitter_3
5400,1.643264726,2,Emitter_2,Emitter_2
5408.230565,0.336139429,0,Emitter_3,Emitter_3
5404.417549,0.886014328,1.103608136,Noise,Noise
5400,1.8087827,2,Emitter_2,Emitter_2
5403.667089,0.228680947,0.330898819,Emitter_3,Noise
5400,2,1.948581748,Emitter_2,Emitter_2
5401.391394,0.005427099,1.07227103,Noise,Noise
5401.080382,0.330002661,0.190862016,Emitter_3,Emitter_3
5406.784406,0.135805033,0.466917963,Noise,Noise
5406.994507,1.872031061,1.729764382,Emitter_2,Emitter_2
5403.3729,0.296048231,0.254523231,Emitter_3,Noise
5400,0.3773207,0,Emitter_3,Emitter_3
5400,1.749550513,1.619103517,Emitter_2,Noise
5400,0.226955575,0.0336624,Emitter_3,Emitter_3
5400,1.9750049,1.814744673,Emitter_2,Emitter_2
5400,0.464667636,0.112121965,Emitter_1,Emitter_3
5403.269319,2,1.796017536,Emitter_2,Emitter_2
5403.264445,1.963205906,0.244230759,Noise,Noise
5400,1.858611766,1.516912023,Emitter_2,Emitter_2
5409.091128,1.598213131,1.52368762,Emitter_2,Emitter_2
5403.71618,2.061080235,1.963941202,Emitter_2,Emitter_2
5400,1.677897267,1.80708393,Emitter_2,Emitter_2
5405.230016,1.258480091,0.828461459,Noise,Noise
5410,1.98902378,1.869012546,Emitter_2,Emitter_2
5406.193465,1.961046255,1.521528927,Emitter_2,Emitter_2
5403.378295,2,1.673408179,Emitter_2,Emitter_2
5400,0.277006595,0.093126738,Emitter_3,Emitter_3
5409.836599,2,1.543107687,Emitter_2,Emitter_2
5400,1.624354918,1.687846199,Emitter_2,Noise
5404.51532,1.303168721,0.935245783,Noise,Noise
5403.568845,1.994305526,0.174918612,Noise,Noise
5410,1.772105437,1.860331001,Emitter_2,Emitter_2
5400,0.292670614,0,Emitter_3,Emitter_3
5400,0,0,Emitter_3,Emitter_3
5398.964585,0.382887333,0.217134757,Emitter_3,Emitter_3
5404.132417,2,1.944891946,Emitter_2,Emitter_2
5410,1.879504566,1.811495574,Emitter_2,Emitter_2
5400.423538,1.025734621,0.675515312,Noise,Noise
5399.819535,1.746920631,2.011855494,Emitter_2,Emitter_2
5399.30511,2.09082776,1.701472367,Emitter_2,Noise
5400,0.327667643,0.08695013,Emitter_3,Emitter_3
5410,0.22486983,0.036682808,Emitter_3,Emitter_3
5400,1.493643992,1.552436983,Emitter_2,Noise
5400,0.318605039,0,Emitter_1,Emitter_3
5401.526139,0.060175734,0.148959958,Emitter_3,Emitter_3
5400,1.614380449,1.671717723,Emitter_2,Noise
5410,1.961189678,1.546772924,Emitter_2,Emitter_2
5403.313199,0.191807303,0,Emitter_3,Noise
5400,1.877704375,1.922723593,Emitter_2,Emitter_2
5400,1.911084571,1.631320478,Emitter_2,Emitter_2
5403.702937,0.071857151,0.07653197,Emitter_3,Noise
5406.70613,1.99124983,1.799321993,Emitter_2,Emitter_2
5400,1.797783895,1.616538429,Emitter_2,Emitter_2
5410,1.592062211,1.820124786,Emitter_2,Emitter_2
5400,1.779537483,2,Emitter_2,Emitter_2
5400,0.431074767,0.415262427,Emitter_3,Emitter_3
5400,1.959386513,1.545733026,Emitter_2,Emitter_2
5410,1.707423774,2,Emitter_2,Emitter_2
5401.444927,0.452619861,0,Emitter_3,Emitter_3
5403.254221,0.262454698,0,Emitter_3,Noise
5410,0.211085009,0,Emitter_1,Emitter_3
5406.241487,0.018180759,1.018346869,Noise,Noise
5400,0.466638649,0.306528216,Emitter_1,Emitter_3
5400,1.744911439,1.917435702,Emitter_2,Emitter_2
5410,0,0.287505817,Emitter_3,Emitter_3
5400,1.770106261,1.602140779,Emitter_2,Noise
5400,0.136491465,0.083248266,Emitter_3,Emitter_3
5408.791791,1.501350843,1.785501317,Emitter_2,Emitter_2
5408.84725,0.744641986,1.919111895,Noise,Noise
5410,2,2,Emitter_2,Emitter_2
5410,0.29201251,0.093703539,Emitter_1,Emitter_3
5400,1.559193726,1.925076891,Emitter_2,Noise
5410,0,0.285611139,Emitter_3,Emitter_3
5400,1.968258997,1.637434272,Emitter_2,Emitter_2
5408.586132,1.658471231,1.630584066,Emitter_2,Emitter_2
5400,2,1.333677022,Emitter_2,Emitter_2
5410,0.509787987,0,Emitter_3,Emitter_3
5402.499951,2,1.941609893,Emitter_2,Emitter_2
5405.639021,0.421462113,0,Emitter_3,Noise
5400.907114,1.854747876,1.926531421,Emitter_2,Emitter_2
5410,1.679377189,1.611034785,Emitter_2,Emitter_2
5400,0.386585117,0.06174089,Emitter_3,Emitter_3
5400,1.913591487,1.956370185,Emitter_2,Emitter_2
5401.027621,0.420558248,0,Emitter_1,Emitter_3
5410,1.78388887,1.882700014,Emitter_2,Emitter_2
5400,0.186890962,0.125930874,Emitter_1,Emitter_3
5405.775888,1.581022882,2,Emitter_2,Emitter_2
5400.505363,1.924773357,2,Emitter_2,Emitter_2
5410,0.101449997,0.21822523,Emitter_3,Emitter_3
5401.577479,0.091670557,0,Emitter_3,Emitter_3
5400,0.160439886,0.098926929,Emitter_3,Emitter_3
5400,1.693969117,1.763495669,Emitter_2,Emitter_2
5406.653231,1.174016114,0.977375868,Noise,Noise
5400,2,1.523279999,Emitter_2,Emitter_2
5400,0.353183898,0,Emitter_1,Emitter_3
5400,1.822488332,1.601037911,Emitter_2,Emitter_2
5400,1.912420568,1.920123066,Emitter_2,Emitter_2
5410,0.388671908,0.036754698,Emitter_3,Emitter_3
5405.212647,0.182982594,0,Emitter_1,Noise
5400.441478,1.633968337,1.643530815,Emitter_2,Noise
5410,0.092569254,0.068267506,Emitter_1,Emitter_3
5400,0.080902027,0.047915438,Emitter_1,Emitter_3
5410,0.19791327,0,Emitter_1,Emitter_3
5401.418959,1.899694882,1.835177089,Emitter_2,Emitter_2
5401.473987,1.678111874,1.85831716,Emitter_2,Emitter_2
5400,1.975177861,1.868583443,Emitter_2,Emitter_2
5400,0,0,Emitter_3,Emitter_3
5400,0,0.147601663,Emitter_3,Emitter_3
5401.891168,0.321727455,0.008157367,Emitter_3,Emitter_3
5406.929829,0.262406837,0.55838241,Emitter_3,Noise
5410,0.024945645,0,Emitter_3,Emitter_3
5405.122459,1.494329771,0.164834491,Noise,Noise
5400,0.308762686,0.384250078,Emitter_3,Emitter_3
5400.934134,0.40685041,0,Emitter_3,Emitter_3
5400,1.419845174,1.998219372,Emitter_2,Noise
5403.87682,1.953320413,2,Emitter_2,Emitter_2
5402.008223,0.166712612,0.041869493,Emitter_3,Emitter_3
5400,0,0.072432121,Emitter_1,Emitter_3
5400.107967,1.8809224,1.744642671,Emitter_2,Emitter_2
5409.136286,0.401959799,0,Emitter_3,Emitter_3
5401.592184,1.877679774,1.746173131,Emitter_2,Emitter_2
5400,1.865592515,1.858760489,Emitter_2,Emitter_2
5406.130854,2,1.984038946,Emitter_2,Emitter_2
5405.660606,0.405890956,0,Emitter_1,Noise
5400,1.736347967,1.282340249,Emitter_2,Noise
5400,0.079202874,0.004469425,Emitter_3,Emitter_3
5402.360109,0.488080487,1.347414834,Noise,Noise
5400,2,2,Emitter_2,Emitter_2
5400,0.365840174,0,Emitter_3,Emitter_3
5400,1.379459649,1.852849364,Emitter_2,Noise
5406.834694,0.863083876,1.495894736,Noise,Noise
5400,2,1.627238308,Emitter_2,Emitter_2
5404.063895,1.94836765,1.530900361,Emitter_2,Emitter_2
5403.99376,0.345144007,0,Emitter_3,Noise
5404.012425,2,2,Emitter_2,Emitter_2
5400.221786,2,1.91484289,Emitter_2,Emitter_2
5400.637406,1.520351055,1.102464323,Emitter_2,Noise
5410,1.613444927,1.789053871,Emitter_2,Emitter_2
5400,1.991628525,1.625386853,Emitter_2,Emitter_2
5409.206075,2,2,Emitter_2,Emitter_2
5400,0.197769521,0,Emitter_1,Emitter_3
5400,0.336086918,0,Emitter_1,Emitter_3
5400,0.296770555,0.35252716,Emitter_3,Emitter_3
5400,1.890140879,1.949732449,Emitter_2,Emitter_2
5410,1.71387428,1.740585883,Emitter_2,Emitter_2
5404.889553,0.048048254,0,Emitter_3,Noise
5400,0.371564216,0,Emitter_3,Emitter_3
5400,0.438136337,0.248082199,Emitter_1,Emitter_3
5401.414039,0.452669159,0,Emitter_3,Emitter_3
5401.069871,0.111300558,0.149241317,Emitter_3,Emitter_3
5410,1.841739261,1.80406475,Emitter_2,Emitter_2
5400,0.048712147,0.165540724,Emitter_3,Emitter_3
5400,1.636133472,1.760862192,Emitter_2,Noise
5403.695936,1.330601787,1.807188621,Noise,Noise
5410,0.132384351,0.041357165,Emitter_1,Emitter_3
5401.464485,1.248423574,1.15100693,Noise,Noise
5404.004744,1.637483089,1.61998906,Emitter_2,Noise
5403.394223,0.818400625,0.425531247,Noise,Noise
5400.02654,1.780133111,2,Emitter_2,Emitter_2
5407.668468,0.264456031,0.089974896,Emitter_3,Emitter_3
5404.890769,0.535375627,0,Emitter_3,Noise
5410,1.809651251,1.483043505,Emitter_2,Emitter_2
5405.989662,1.471292307,0.002584951,Noise,Noise
5402.218445,1.455985454,1.68563934,Emitter_2,Noise
5410,2,2,Emitter_2,Emitter_2
5403.650211,1.786670219,0.643703621,Noise,Noise
5410,0.350423766,0,Emitter_1,Emitter_3
5406.074109,0.510046293,0.135217944,Emitter_3,Noise
5410,1.589995105,1.363579915,Emitter_2,Emitter_2
5409.869524,0.052503674,0,Emitter_1,Emitter_3
5405.733623,0.69828503,0.121762303,Emitter_1,Noise
5400,0.166422419,0.115868659,Emitter_1,Emitter_3
5405.297391,0,0.140039971,Emitter_3,Noise
5400,0.417533494,0,Emitter_1,Emitter_3
5405.819678,1.94220278,2,Emitter_2,Emitter_2
5409.33529,1.697993769,1.715005571,Emitter_2,Emitter_2
5400,2,1.595668167,Emitter_2,Emitter_2
5403.23788,1.679007649,1.636492909,Emitter_2,Noise
5400,1.923211136,1.876537069,Emitter_2,Emitter_2
5400,1.63188405,1.81026328,Emitter_2,Noise
5407.457976,1.817429602,2,Emitter_2,Emitter_2
5410,0,0,Emitter_3,Emitter_3
5409.409076,1.349071174,1.259768155,Noise,Noise
5409.614482,1.508360331,0.187830938,Noise,Noise
5400,0,0.138069707,Emitter_3,Emitter_3
5400,0.220819005,0.179794848,Emitter_3,Emitter_3
5406.62634,0.255599771,0.14387746,Emitter_3,Noise
5401.829587,0.854107138,1.276135819,Noise,Noise
5401.4589,1.943634543,1.749546215,Emitter_2,Emitter_2
5405.492709,1.924287846,1.749385868,Emitter_2,Emitter_2
5405.345401,1.835058715,1.898678265,Emitter_2,Emitter_2
5410,1.718969625,1.756711221,Emitter_2,Emitter_2
5405.652297,0.526317881,0.812699089,Noise,Noise
5400,0.458008172,0,Emitter_3,Emitter_3
5409.681343,0.380568071,0.104993437,Emitter_3,Emitter_3
5405.497126,1.634414828,2,Emitter_2,Emitter_2
5400,0.178134106,0,Emitter_3,Emitter_3
5404.452893,0.331654973,0,Emitter_1,Noise
5400,1.624873768,1.75202346,Emitter_2,Noise
5401.622397,0.506502354,0,Emitter_3,Emitter_3
5410,1.904363484,1.701188353,Emitter_2,Emitter_2
5404.113899,1.801136043,1.895215347,Emitter_2,Emitter_2
5400,1.923300208,1.873584985,Emitter_2,Emitter_2
5404.478985,0,0.322321508,Emitter_1,Noise
5400,0.418432587,0,Emitter_3,Emitter_3
5410,1.755341928,1.822894236,Emitter_2,Emitter_2
5409.794702,0.042539836,0.199428757,Emitter_3,Emitter_3
5410,0.300335429,0.133250276,Emitter_1,Emitter_3
5410,1.753612516,1.991691622,Emitter_2,Emitter_2
5409.389405,1.653755086,1.82264482,Emitter_2,Emitter_2
5408.506857,0.385273779,0.380144497,Noise,Emitter_3
5400.297084,1.820194224,1.709911724,Emitter_2,Emitter_2
5406.047028,0.11517113,0,Emitter_3,Noise
5400.415699,1.778813419,1.767734007,Emitter_2,Emitter_2
5400,1.853855455,2,Emitter_2,Emitter_2
5400.02719,0.155104191,0,Emitter_3,Emitter_3
5409.418944,0.007747229,0,Emitter_3,Emitter_3
5404.077269,0.538540874,0,Emitter_1,Noise
5402.539791,0.259093437,0.070541693,Emitter_3,Emitter_3
5400,1.754798766,1.902104432,Emitter_2,Emitter_2
5400,1.752785492,1.801976258,Emitter_2,Emitter_2
5410,1.847496798,1.808130123,Emitter_2,Emitter_2
5410,0.453679118,0,Emitter_1,Emitter_3
5400,0.233110691,0,Emitter_3,Emitter_3
5406.724453,1.529140568,1.723038222,Emitter_2,Emitter_2
5400,0.669227784,0,Emitter_3,Emitter_3
5402.231388,0.322599241,0,Emitter_3,Emitter_3
5406.321846,0.203298837,0.101952701,Emitter_1,Noise
5410,0.424123623,0.114500735,Emitter_3,Emitter_3
5410,1.758490134,1.622596908,Emitter_2,Emitter_2
5400,1.740362872,1.844612427,Emitter_2,Emitter_2
5400,0.084372954,0,Emitter_3,Emitter_3
5407.667526,0.46228992,0.000254485,Noise,Emitter_3
5409.495334,1.970139187,1.079897494,Noise,Noise
5400,0.482142074,0.109257262,Emitter_1,Emitter_3
5409.761073,1.839119696,1.837220733,Emitter_2,Emitter_2
5400,1.910654308,1.995573311,Emitter_2,Emitter_2
5401.50091,1.247788167,1.436890091,Noise,Noise
5400,1.76280816,2,Emitter_2,Emitter_2
5400,0.287865528,0,Emitter_1,Emitter_3
5408.6435,0.021792418,1.091382891,Noise,Noise
5401.792647,0.063772962,0.09226936,Noise,Emitter_3
5408.26036,2,1.938139007,Emitter_2,Emitter_2
5400,0.385187432,0,Emitter_3,Emitter_3
5410,0.256184955,0,Emitter_3,Emitter_3
5400,0.098740091,0,Emitter_1,Emitter_3
5400,0.130456835,0.210471373,Emitter_3,Emitter_3
5410,1.604632017,1.534039372,Emitter_2,Emitter_2
5400,0.057054938,0,Emitter_1,Emitter_3
5400.964429,1.300966614,1.423200487,Noise,Noise
5400,0.203745033,0.02621691,Emitter_3,Emitter_3
5410,0.763920196,0.198636994,Emitter_1,Emitter_3
5404.588119,0,0,Emitter_1,Noise
5400,0,0.054871991,Emitter_3,Emitter_3
5410.656499,1.640203786,1.799559411,Emitter_2,Noise
5410,2,1.956760821,Emitter_2,Emitter_2
5403.974518,0.510744899,0,Emitter_3,Noise
5408.54115,0.518575867,0.753783289,Noise,Noise
5402.200313,1.495420057,1.743750171,Emitter_2,Noise
5410,1.661405917,1.605146451,Emitter_2,Emitter_2
5407.146812,1.966996043,0.292089713,Noise,Noise
5398.937417,2.143186917,1.800793942,Emitter_2,Noise
5400,0.565457182,0.535900985,Emitter_1,Emitter_3
5407.127907,1.806516614,1.729926366,Emitter_2,Emitter_2
5402.214786,1.779804779,1.889156124,Emitter_2,Emitter_2
5400,1.51031094,1.893105501,Emitter_2,Noise
5400,1.538890674,1.788371106,Emitter_2,Noise
5407.92769,1.895642673,1.536876739,Emitter_2,Emitter_2
5400,0.214098862,0.254213237,Emitter_3,Emitter_3
5404.790778,0.456985418,0.279185107,Emitter_1,Noise
5400.71886,0.362913374,1.856034703,Noise,Noise
5400,1.904946179,1.668797849,Emitter_2,Emitter_2
5400,1.8948216,1.997529562,Emitter_2,Emitter_2
5400,0.287695513,0.085400542,Emitter_3,Emitter_3
5400.694069,1.719164952,1.651622871,Emitter_2,Noise
5410,0.382359094,0.054361816,Emitter_3,Emitter_3
5401.449533,0.215448235,0.239606773,Emitter_1,Emitter_3
5400.046457,0.880868876,1.454931798,Noise,Noise
5410,1.759298893,1.885711624,Emitter_2,Emitter_2
5403.476787,0.321150497,0.184325671,Noise,Noise
5400,1.922234912,1.891594361,Emitter_2,Emitter_2
5400,2,1.80623372,Emitter_2,Emitter_2
5400,0.24709833,0,Emitter_3,Emitter_3
5400.31769,0.239307576,0.172892529,Emitter_3,Emitter_3
5406.008445,1.865245347,2,Emitter_2,Emitter_2
5403.993901,0.267855838,0,Emitter_3,Noise
5400,2,1.954950293,Emitter_2,Emitter_2
5401.814518,0.152681313,0,Emitter_3,Emitter_3
