row,true_label,predicted_cluster,distance_to_centroid,is_ground_truth_noise
82,1,2,0.685885831,0
83,1,1,0.3603186072,0
84,-2,1,2.049088235,1
85,0,0,1.467064359,0
86,0,0,1.658770151,0
87,1,1,0.5492289235,0
88,0,0,1.722598026,0
89,-2,3,2.119893223,1
90,0,0,0.8949023518,0
91,0,0,1.638415266,0
92,0,0,1.146577845,0
93,-1,3,1.600807198,1
94,0,0,2.204528313,0
95,1,2,0.6972460621,0
96,0,0,1.417181757,0
97,-2,3,1.114492889,1
98,1,2,0.593944673,0
99,1,2,0.4863350522,0
100,0,0,0.9046987589,0
101,0,0,0.9159962846,0
102,-1,3,2.105100067,1
103,0,0,1.637393195,0
104,1,2,0.3538032219,0
105,0,0,0.5275317062,0
106,0,0,1.665765226,0
107,0,0,0.431571316,0
108,1,1,0.3534422585,0
109,1,2,1.204443932,0
110,2,1,0.8073038491,0
111,0,0,0.7247670054,0
112,2,1,1.165127504,0
113,0,0,1.642296102,0
114,-1,0,2.247173221,1
115,1,2,0.591913762,0
116,1,2,0.4428524979,0
117,1,1,1.245818893,0
118,-1,3,1.878086062,1
119,2,2,0.8125273281,0
120,1,2,0.7620333649,0
121,1,2,0.4163566659,0
122,1,2,0.4225145277,0
123,0,0,1.919111146,0
124,0,0,1.401101301,0
125,1,2,0.7473723197,0
126,1,2,0.4219235766,0
127,2,2,0.6951574645,0
128,1,1,1.103556154,0
129,0,0,1.754937657,0
130,2,2,0.6308688103,0
131,1,2,0.7975138235,0
132,1,2,0.5399830073,0
133,1,1,1.161224087,0
134,0,0,1.742819952,0
135,0,0,1.634204695,0
136,0,0,0.9171776078,0
137,1,1,1.231079886,0
138,0,0,0.9500408279,0
139,-1,3,1.65700395,1
140,0,0,0.9842590744,0
141,1,2,0.3580126921,0
142,0,0,1.237554729,0
143,1,1,0.781431079,0
144,1,2,0.8622542182,0
145,1,1,0.38317202,0
146,1,2,0.4590579466,0
147,1,1,1.199862431,0
148,-1,3,1.432040187,1
149,0,0,0.7998151875,0
150,0,0,1.767569706,0
151,1,2,1.241213025,0
152,1,1,0.8916271859,0
153,1,2,0.3489420541,0
154,0,0,1.461061729,0
155,0,0,0.8395456635,0
156,-2,3,1.627090901,1
157,1,2,0.8138595892,0
158,0,0,0.5759495202,0
159,2,2,0.5339154554,0
160,1,2,0.385284863,0
161,0,0,1.201600561,0
162,0,0,0.4336513046,0
163,-2,0,2.059140528,1
164,0,0,0.9000292451,0
165,0,0,1.349999967,0
166,1,2,0.6366903903,0
167,1,2,0.6226222363,0
168,0,0,1.757511866,0
169,1,2,0.3733724638,0
170,1,2,0.7397770311,0
171,0,0,1.072991357,0
172,0,0,1.165661307,0
173,0,0,0.9111635533,0
174,-1,1,1.84698417,1
175,1,2,1.037626767,0
176,0,0,1.037595701,0
177,2,2,1.00280255,0
178,1,2,1.818755909,0
179,0,0,1.061916217,0
180,0,0,1.066033622,0
181,1,1,0.4603717375,0
182,2,2,0.9460166904,0
183,-1,3,1.976930866,1
184,0,0,1.079970258,0
185,1,1,0.6566760082,0
186,2,2,0.3832990057,0
187,0,0,1.280558179,0
188,1,2,0.4403501995,0
189,1,1,0.566573471,0
190,0,0,0.7103002848,0
191,1,2,0.4458269246,0
192,0,0,1.228220434,0
193,0,0,0.5713260189,0
194,2,1,0.7453817844,0
195,-2,1,1.438235833,1
196,1,1,0.6249565336,0
197,-2,3,0.9519084703,1
198,0,0,1.361855518,0
199,0,0,0.9990594981,0
200,0,0,2.012845738,0
201,-2,3,1.409648788,1
202,0,0,0.8150823143,0
203,0,0,0.8933584295,0
204,0,0,1.053368638,0
205,0,0,0.6002682198,0
206,0,0,1.339589954,0
207,0,0,1.761486003,0
208,1,1,0.6667301926,0
209,1,1,0.3915710983,0
210,-1,3,1.136446132,1
211,0,0,1.671572559,0
212,0,0,0.5726296859,0
213,1,1,0.3996254309,0
214,0,0,0.9484849194,0
215,1,1,0.3093528313,0
216,-1,3,0.5995774198,1
217,0,0,0.9406883894,0
218,1,2,0.6956073879,0
219,0,0,1.195440109,0
220,-1,2,1.383118068,1
221,1,2,0.2291537037,0
222,-1,1,1.644972707,1
223,0,0,1.063958053,0
224,1,2,1.17860046,0
225,1,2,0.55390913,0
226,0,0,1.142286987,0
227,1,2,0.9781703236,0
228,0,0,1.165982714,0
229,2,2,0.3600729732,0
230,0,0,0.3588449832,0
231,-1,1,2.764928771,1
232,0,0,1.305843032,0
233,0,0,1.536367214,0
234,0,0,0.6118003633,0
235,0,0,1.075666111,0
236,-1,0,1.815831884,1
237,0,0,1.639171303,0
238,0,0,0.8314079177,0
239,0,0,0.372016921,0
240,1,2,0.6827672696,0
241,0,0,1.649260344,0
242,0,0,0.9209367265,0
243,-2,3,1.044164955,1
244,-2,0,2.419586498,1
245,0,0,1.623955023,0
246,1,2,1.06913127,0
247,1,2,0.6033244612,0
248,1,2,1.071704471,0
249,0,0,0.8794742193,0
250,0,0,1.705760038,0
251,-1,0,1.84334427,1
252,0,0,1.236133315,0
253,0,0,1.173293088,0
254,1,2,0.3134997418,0
255,1,1,0.4258585527,0
256,0,0,1.050352008,0
257,2,2,0.5242247708,0
258,1,2,0.3743475184,0
259,0,0,0.9293924892,0
260,0,0,1.655735485,0
261,1,2,1.733325614,0
262,0,0,0.9226767731,0
263,0,0,1.29196098,0
264,1,2,0.7134178335,0
265,0,0,1.06308993,0
266,0,0,0.9202830829,0
267,0,0,1.768471312,0
268,0,0,1.16684114,0
269,1,2,0.5260719268,0
270,0,0,1.064332844,0
271,0,0,1.675331438,0
272,1,2,0.5754474133,0
273,1,2,0.8947802408,0
274,2,1,0.6329441128,0
275,-2,3,1.734504535,1
276,2,2,0.7707013986,0
277,0,0,1.011144065,0
278,1,1,0.5900012989,0
279,0,0,0.9197272628,0
280,1,2,0.5086046218,0
281,0,0,1.620485976,0
282,-1,1,2.265390392,1
283,0,0,1.669840945,0
284,2,1,0.7292404734,0
285,0,0,1.11956438,0
286,1,1,0.6721377184,0
287,0,0,0.9534806486,0
288,0,0,1.501479635,0
289,0,0,1.075693091,0
290,1,1,0.3931350216,0
291,0,0,0.7736302872,0
292,1,2,1.313444183,0
293,0,0,0.7767111385,0
294,0,0,2.362991286,0
295,1,2,1.137576673,0
296,0,0,0.9417202342,0
297,2,2,1.048056633,0
298,0,0,1.622391711,0
299,2,2,0.7047088845,0
300,0,0,0.7139031891,0
301,0,0,0.8741607852,0
302,1,1,0.4388037558,0
303,1,2,0.3528315184,0
304,1,2,0.5138816337,0
305,0,0,0.9068052828,0
306,-2,3,1.535770971,1
307,0,0,1.209675142,0
308,2,2,0.6145348024,0
309,0,0,1.148042101,0
310,0,0,0.9932313259,0
311,1,1,0.2918821603,0
312,2,2,1.046134226,0
313,0,0,1.069072284,0
314,2,1,1.076715755,0
315,2,2,0.6791531068,0
316,2,1,0.9130952428,0
317,0,0,0.6328240012,0
318,0,0,0.5488109952,0
319,0,0,0.9870003449,0
320,1,2,0.5632448619,0
321,1,2,0.6993596071,0
322,1,2,0.3804110352,0
323,1,1,0.7336853793,0
324,1,1,0.9672303819,0
325,-1,3,1.908680253,1
326,1,2,1.129707999,0
327,1,2,0.2214246081,0
328,0,0,1.040322352,0
329,0,0,0.4122346752,0
330,1,2,0.6680065294,0
331,2,2,0.5364544293,0
332,0,0,1.055007897,0
333,1,1,0.2211928923,0
334,0,0,0.5224516029,0
335,0,0,1.143152989,0
336,0,0,0.7942355611,0
337,2,2,1.297367569,0
338,0,0,1.161393466,0
339,1,2,0.8828799339,0
340,-1,3,1.551399355,1
341,0,0,1.047800616,0
342,1,2,1.084226701,0
343,0,0,1.034397904,0
344,-1,3,1.177591389,1
345,0,0,0.9634679555,0
346,0,0,0.4001910429,0
347,1,2,0.9013954905,0
348,0,0,0.5029509208,0
349,0,0,1.046128316,0
350,0,0,1.168965936,0
351,0,0,1.62790432,0
352,0,0,1.785470653,0
353,0,0,1.476663703,0
354,2,2,0.3768120316,0
355,2,2,0.4897870646,0
356,1,2,1.01789584,0
357,0,0,1.036205987,0
358,0,0,1.751513069,0
359,1,2,1.092141531,0
360,1,2,0.6627483718,0
361,2,2,0.4613903149,0
362,1,2,1.053754679,0
363,1,2,0.2998767207,0
364,0,0,1.754256789,0
365,1,2,0.9919373849,0
366,0,0,1.141770804,0
367,-1,3,1.423593107,1
368,2,1,0.6077796855,0
369,-1,3,1.426395572,1
370,0,0,0.7445982594,0
371,-2,3,1.426405116,1
372,0,0,0.9302911534,0
373,1,1,0.5479944019,0
374,1,2,1.515180366,0
375,0,0,1.659906173,0
376,-1,3,1.622934119,1
377,0,0,0.573302466,0
378,0,0,1.699618196,0
379,-1,3,1.470798891,1
380,2,1,0.5300739467,0
381,1,2,1.254942389,0
382,0,0,1.700745468,0
383,2,1,0.5955137045,0
384,2,2,1.241680848,0
385,2,2,0.7593666499,0
386,1,2,1.90185539,0
387,2,2,0.7907848836,0
388,0,0,0.9693134844,0
389,0,0,1.561929448,0
390,0,0,0.9697534309,0
391,0,0,0.264264532,0
392,0,0,0.9525502295,0
393,0,0,1.026850784,0
394,0,0,1.04128086,0
395,1,1,0.8225201413,0
396,-1,3,2.244728734,1
397,-1,3,1.849148401,1
398,1,2,0.5458805768,0
399,1,2,0.4863102851,0
400,1,2,1.368073513,0
401,-1,3,1.482745059,1
402,0,0,0.6088164705,0
403,0,0,0.6807107384,0
404,0,0,0.8958201272,0
405,0,0,1.91185061,0
406,-1,0,2.389400138,1
407,1,2,0.5520708477,0
408,1,1,0.3425862982,0
409,0,0,0.6171894866,0
410,1,2,0.5354911,0
411,2,2,0.9931378923,0
412,0,0,1.29390401,0
413,1,2,0.4848832547,0
414,0,0,1.764054769,0
415,0,0,0.2161214803,0
416,0,0,1.156726056,0
417,2,2,1.007634406,0
418,1,2,1.004412442,0
419,0,0,1.616755996,0
420,1,1,1.345385977,0
421,2,1,0.4388694387,0
422,0,0,1.771240867,0
423,0,0,1.47072122,0
424,-1,1,2.319666224,1
425,0,0,0.8926087058,0
426,1,2,1.250316942,0
427,0,0,0.7979677737,0
428,0,0,1.057810416,0
429,1,2,0.5452436108,0
430,1,1,0.8149168582,0
431,2,2,0.8179493369,0
432,1,2,1.102784858,0
433,0,0,1.140750151,0
434,0,0,0.891231981,0
435,0,0,1.614998418,0
436,2,1,0.4864152293,0
437,1,2,1.420496802,0
438,0,0,0.8590367408,0
439,1,2,0.8893816036,0
440,1,2,0.5497148951,0
441,2,2,1.516123668,0
442,1,1,0.692840988,0
443,0,0,2.023771032,0
444,0,0,0.8954891623,0
445,1,2,1.170727984,0
446,-2,1,1.865282213,1
447,-1,3,1.763213145,1
448,2,2,0.3856041964,0
449,0,0,1.880873234,0
450,0,0,1.18132696,0
451,-2,3,1.23231748,1
452,0,0,0.9557269221,0
453,2,2,0.3327558193,0
454,-1,3,2.073790035,1
455,-1,3,1.960614476,1
456,0,0,1.234705828,0
457,1,2,0.3809348186,0
458,1,1,0.6449182193,0
459,2,2,0.453585502,0
460,1,2,0.7049890227,0
461,0,0,1.655587666,0
462,2,2,0.4923745018,0
463,-2,0,1.179590437,1
464,1,2,0.470381611,0
465,2,1,0.7966234243,0
466,2,2,1.112128065,0
467,1,2,1.025217167,0
468,0,0,2.188220901,0
469,0,0,1.794402662,0
470,1,2,1.038531494,0
471,-2,1,1.417737028,1
472,0,0,0.595041278,0
473,0,0,1.632331459,0
474,-1,3,1.897639999,1
475,0,0,1.306916366,0
476,2,2,0.7307217517,0
477,0,0,1.131492722,0
478,0,0,0.3797090402,0
479,0,0,1.724915113,0
480,0,0,0.9636481343,0
481,0,0,1.162109492,0
482,1,2,0.5530285228,0
483,2,2,1.256065964,0
484,-1,3,2.175709953,1
485,0,0,1.280368671,0
486,0,0,0.9583084132,0
487,1,2,0.6024696144,0
488,0,0,0.7386160139,0
489,1,1,0.5537240212,0
490,2,2,0.2928641124,0
491,-1,3,1.936313737,1
492,0,0,1.624615217,0
493,-1,3,1.848632945,1
494,0,0,1.11837944,0
495,0,0,0.9842566343,0
496,1,2,0.9496245006,0
497,1,2,0.2657057323,0
498,0,0,0.7113288229,0
499,1,2,1.159402275,0
500,0,0,1.0722739,0
501,1,2,0.4761641858,0
502,0,0,1.170155464,0
503,0,0,0.9022423881,0
504,1,2,0.3796997581,0
505,1,2,1.218198531,0
506,1,1,1.066156434,0
507,0,0,1.151450022,0
508,0,0,1.708238432,0
509,-1,3,2.766419337,1
510,-1,0,1.117076753,1
511,-2,1,1.214660167,1
512,1,1,1.19525694,0
513,0,0,0.9942104291,0
514,1,2,0.476351804,0
515,2,2,0.6050785165,0
516,0,0,1.048148397,0
517,2,2,0.9994616051,0
518,0,0,1.407425381,0
519,1,1,0.5249070058,0
520,2,2,0.611592976,0
521,1,1,0.1993075585,0
522,0,0,1.004327037,0
523,1,1,0.6140535396,0
524,2,1,0.306510058,0
525,0,0,0.9089354243,0
526,0,0,0.9415409444,0
527,1,1,0.3497569486,0
528,0,0,1.136811644,0
529,1,1,0.623337233,0
530,2,2,0.8059866366,0
531,0,0,1.766279303,0
532,1,1,0.3925771923,0
533,2,2,0.5595076032,0
534,-2,3,1.597977633,1
535,0,0,0.9880393043,0
536,1,1,1.161228029,0
537,-1,1,2.378471164,1
538,0,0,1.019840022,0
539,0,0,1.524223342,0
540,1,1,0.6980147239,0
541,1,2,0.6301787353,0
542,1,2,1.084643717,0
543,0,0,1.657020714,0
544,0,0,1.029118335,0
545,1,2,0.4704045358,0
546,1,2,1.081893095,0
547,2,2,0.5928429858,0
548,1,2,0.4264096191,0
549,0,0,1.63525942,0
550,0,0,0.6221445147,0
551,1,2,0.70107826,0
552,0,0,1.012374989,0
553,1,2,1.08004636,0
554,0,0,0.9191360463,0
555,2,1,0.8608195163,0
556,-2,1,1.404265991,1
557,1,2,0.3942817512,0
558,1,2,0.3438801951,0
559,2,1,0.2970845186,0
560,0,0,1.347855646,0
561,1,2,1.37245905,0
562,1,2,1.290923561,0
563,0,0,1.777514337,0
564,0,0,1.15894799,0
565,0,0,1.312818089,0
566,1,2,0.3906332009,0
567,0,0,1.7857639,0
568,2,1,0.4439144997,0
569,1,2,0.6811527176,0
570,0,0,0.7971601078,0
571,2,2,0.3233670096,0
572,2,2,1.576656239,0
573,0,0,1.119553883,0
574,-1,3,1.789464424,1
575,1,2,1.238056941,0
576,2,1,0.6345615083,0
577,1,2,1.362741879,0
578,0,0,1.032813033,0
579,1,2,0.6988933305,0
580,0,0,0.8981562454,0
581,0,0,1.134239645,0
582,1,2,0.5586741151,0
583,1,2,0.5197466885,0
584,1,2,0.7010012627,0
585,2,2,0.6531036854,0
586,0,0,0.9114399029,0
587,0,0,1.656951511,0
588,1,2,0.9695193127,0
589,1,2,0.8520745361,0
590,0,0,0.9352823674,0
591,0,0,1.481262701,0
592,2,2,0.5643910307,0
593,0,0,1.124057068,0
594,-2,1,1.84666759,1
595,2,2,0.4888019968,0
596,0,0,1.692953697,0
597,1,2,0.5922094648,0
598,1,2,0.9977819817,0
599,2,1,1.653357831,0
600,-2,3,1.12187547,1
601,1,2,0.5896871548,0
602,2,2,0.9590544794,0
603,0,0,0.9395708705,0
604,0,0,0.3067145757,0
605,0,0,0.450041311,0
606,0,0,1.478693189,0
607,2,2,1.563131796,0
608,-2,3,1.551747999,1
609,2,2,0.5021177139,0
610,2,2,0.9686483711,0
611,2,2,1.034048367,0
612,0,0,1.133434574,0
613,-1,3,1.45397631,1
614,-2,0,2.54998792,1
615,0,0,1.081490406,0
616,1,2,0.3587699163,0
617,0,0,1.425721816,0
618,2,1,0.9583028064,0
619,-1,0,1.287720279,1
620,1,1,0.8823855791,0
621,0,0,0.7277087826,0
622,2,1,0.3677953856,0
623,1,2,0.9442893085,0
624,-1,1,2.360428378,1
625,1,2,0.8005000902,0
626,1,2,0.523659187,0
627,0,0,0.9865784628,0
628,1,1,1.205909864,0
629,1,2,0.4874100741,0
630,2,2,0.6389376732,0
631,-2,0,1.53208968,1
632,0,0,1.169978105,0
633,0,0,0.3269096493,0
634,2,2,0.6626150885,0
635,0,0,1.329747217,0
636,-1,3,2.259495768,1
637,2,2,1.210064329,0
638,1,2,1.111127817,0
639,0,0,0.9145389865,0
640,1,2,0.9279921632,0
641,0,0,0.9454267368,0
642,1,1,0.6796978117,0
643,0,0,1.157832528,0
644,2,2,1.377732388,0
645,2,2,0.5522262019,0
646,2,2,1.298687667,0
647,-2,3,1.677206133,1
648,1,2,1.093901108,0
649,1,2,0.6780308086,0
650,2,2,0.4520252075,0
651,1,2,1.575324166,0
652,-1,1,2.45991712,1
653,1,2,1.069419484,0
654,0,0,0.898499161,0
655,0,0,0.8064816734,0
656,0,0,1.10821082,0
657,0,0,1.175687593,0
658,0,0,0.7015593254,0
659,2,2,0.3341095599,0
660,2,2,1.047736572,0
661,1,2,0.5761205782,0
662,1,2,0.4584998481,0
663,1,2,0.5108348946,0
664,1,2,0.4560208825,0
665,-1,3,1.614224592,1
666,0,0,1.630287607,0
667,0,0,1.536295719,0
668,0,0,1.110662346,0
669,0,0,1.260348742,0
670,0,0,1.037894676,0
671,0,0,1.183574474,0
672,0,0,1.641131142,0
673,2,1,0.3916509574,0
674,0,0,1.136339094,0
675,0,0,1.645886851,0
676,0,0,0.618800733,0
677,1,2,0.4787122321,0
678,2,2,1.491945449,0
679,-1,3,1.596819024,1
680,0,0,0.9487752359,0
681,0,0,1.341786792,0
682,1,1,1.360545391,0
683,0,0,0.9980142671,0
684,1,2,0.7495514732,0
685,0,0,1.693885685,0
686,0,0,1.837755223,0
687,0,0,0.8115254033,0
688,-1,3,2.400716444,1
689,-2,3,1.113834886,1
690,2,1,1.225973562,0
691,2,2,0.6977210177,0
692,1,2,0.4728266717,0
693,2,2,0.7340743777,0
694,0,0,0.5743055971,0
695,1,1,0.7650147075,0
696,0,0,1.090113481,0
697,1,2,0.5473891888,0
698,0,0,2.53022644,0
699,0,0,1.241836409,0
700,2,2,0.5343872022,0
701,1,1,0.4497658069,0
702,0,0,0.626282967,0
703,0,0,0.5359704389,0
704,2,1,0.7787969982,0
705,1,2,1.096863662,0
706,0,0,0.9106853645,0
707,0,0,1.533849711,0
708,0,0,1.158156633,0
709,1,2,0.9798048544,0
710,0,0,1.649875705,0
711,0,0,0.4266677673,0
712,1,1,0.6763469717,0
713,0,0,1.084575974,0
714,0,0,0.3320165839,0
715,0,0,0.9747426522,0
716,-2,0,1.520191288,1
717,2,2,0.6140542785,0
718,1,1,0.3556707422,0
719,0,0,1.897700585,0
720,0,0,0.9687396324,0
721,0,0,0.376897535,0
722,0,0,1.133870119,0
723,2,1,0.5864174921,0
724,1,1,0.498036711,0
725,0,0,1.612167804,0
726,0,0,0.4261127631,0
727,0,0,1.081808948,0
728,0,0,0.8463680404,0
729,0,0,0.9903485111,0
730,-2,0,2.517247923,1
731,2,1,0.8058314873,0
732,0,0,1.178339477,0
733,1,1,1.151150449,0
734,1,2,0.6405254205,0
735,-2,2,1.506387457,1
736,2,2,1.326903319,0
737,2,2,1.08869167,0
738,-1,0,2.492829734,1
739,0,0,0.6457260294,0
740,0,0,1.781263851,0
741,1,2,0.5903500306,0
742,0,0,1.257929321,0
743,0,0,1.741345482,0
744,0,0,1.12262189,0
745,1,1,0.3021129343,0
746,0,0,1.020640171,0
747,-2,3,2.020723218,1
748,0,0,0.9179071247,0
749,1,1,0.6256403434,0
750,0,0,0.6769496171,0
751,2,2,0.6679973873,0
752,1,2,0.4151913902,0
753,1,2,0.7341198299,0
754,0,0,0.9619510918,0
755,2,1,1.12666638,0
756,-1,3,1.276260551,1
757,-1,3,1.079337361,1
758,1,2,0.6400803904,0
759,0,0,0.8274631153,0
760,2,2,0.6446566872,0
761,0,0,1.270013752,0
762,1,1,1.186324256,0
763,1,2,0.6735952791,0
764,0,0,1.172039409,0
765,0,0,0.9535431367,0
766,0,0,0.5082288131,0
767,0,0,0.9600246725,0
768,1,2,1.228948652,0
769,2,2,0.6440285449,0
770,0,0,1.012629651,0
771,0,0,0.5690231602,0
772,0,0,1.067864677,0
773,-1,3,1.136499036,1
774,1,1,1.166641875,0
775,0,0,0.5851947815,0
776,-2,3,1.161678858,1
777,-1,3,1.478051857,1
778,0,0,1.231353867,0
779,2,2,0.5471940365,0
780,-1,0,2.25564211,1
781,1,1,0.7771204521,0
782,2,2,1.08778808,0
783,1,1,0.912940531,0
784,1,2,1.130992354,0
785,1,2,0.9285441153,0
786,0,0,1.126928603,0
787,1,2,0.3771929528,0
788,0,0,1.687879385,0
789,-1,3,1.844946772,1
790,1,1,0.3086374456,0
791,0,0,0.8377064217,0
792,1,2,0.7352169703,0
793,-1,2,2.671840784,1
794,-2,3,1.836963447,1
795,0,0,1.25682044,0
796,0,0,1.258776354,0
797,1,2,1.015111896,0
798,0,0,0.914828546,0
799,1,1,1.021854116,0
800,2,1,0.3564257486,0
801,0,0,1.163509223,0
802,0,0,1.066670177,0
803,2,2,0.3118089904,0
804,1,1,0.4131881863,0
805,-2,1,2.001419387,1
806,0,0,0.6425516305,0
807,0,0,0.401321572,0
808,2,2,0.4225888856,0
809,0,0,1.560295742,0
810,1,2,1.101579859,0
811,0,0,1.103737897,0
812,1,1,1.161750661,0
813,0,0,1.007451365,0
814,1,1,0.3024986006,0
815,-2,0,1.59798832,1
816,1,1,0.7303925545,0
817,1,2,1.508217667,0
818,0,0,0.9449045514,0
819,0,0,1.491889003,0
820,0,0,1.056773082,0
821,0,0,0.9332863732,0
822,-1,3,1.864668342,1
823,0,0,1.177068081,0
824,1,2,0.7921006291,0
825,2,1,0.5915691565,0
826,0,0,1.159417305,0
827,0,0,1.704376983,0
828,0,0,1.128222929,0
829,0,0,1.135917346,0
830,-1,1,2.067903195,1
831,2,2,1.091036555,0
832,0,0,0.9797109369,0
833,2,2,1.01484324,0
834,0,0,0.9226536966,0
835,1,1,0.7190574379,0
836,0,0,1.099121748,0
837,2,1,1.083612327,0
838,0,0,1.280053203,0
839,0,0,1.013423893,0
840,1,2,0.6366083739,0
841,0,0,0.9486484839,0
842,1,2,0.8807293248,0
843,-2,3,2.443915882,1
844,0,0,1.656379629,0
845,-1,0,1.730870647,1
846,1,2,1.263660494,0
847,1,2,0.4044499442,0
848,0,0,1.660695197,0
849,1,2,0.6460756167,0
850,1,2,0.4746398685,0
851,2,2,0.5581344961,0
852,2,2,0.7807336291,0
853,0,0,1.489001373,0
854,-1,1,1.52341593,1
855,1,2,0.3627668475,0
856,1,1,0.4119099858,0
857,0,0,0.9636387809,0
858,0,0,0.9772872652,0
859,1,2,0.4334516123,0
860,0,0,1.647073757,0
861,1,2,0.4209908735,0
862,0,0,1.078874216,0
863,0,0,1.684952691,0
864,1,1,0.3192248518,0
865,0,0,1.07032721,0
866,1,2,0.7796205806,0
867,0,0,1.77930141,0
868,0,0,1.7667584,0
869,-2,3,1.666190035,1
870,1,1,0.4699775825,0
871,1,2,1.033639937,0
872,0,0,1.41643733,0
873,-2,3,1.467440285,1
874,0,0,0.9998761715,0
875,0,0,1.609238377,0
876,-1,0,1.987128332,1
877,0,0,2.022343037,0
878,0,0,1.035680976,0
879,-1,1,1.469751487,1
880,0,0,1.767229956,0
881,-1,3,1.557718843,1
882,2,2,0.5008495748,0
883,0,0,1.627857065,0
884,-1,3,1.557466765,1
885,0,0,1.545605723,0
886,2,2,0.6530167774,0
887,2,2,0.3765061015,0
888,2,1,0.5835950895,0
889,0,0,0.775645366,0
890,0,0,1.274038401,0
891,0,0,1.669733617,0
892,2,2,0.4346400952,0
893,0,0,1.144308991,0
894,2,2,0.5518439475,0
895,0,0,1.713763993,0
896,1,2,0.7486312943,0
897,0,0,1.079912067,0
898,1,2,1.482559857,0
899,0,0,0.9789510803,0
900,1,1,1.118740441,0
901,2,1,0.5677269236,0
902,0,0,1.521290653,0
903,0,0,0.9944272176,0
904,1,1,0.5335145538,0
905,-1,1,1.328059853,1
906,1,1,0.8373110292,0
907,1,1,0.5658831319,0
908,0,0,1.625741292,0
909,0,0,1.085365217,0
910,0,0,1.722845564,0
911,2,2,0.7896507357,0
912,0,0,0.7739484262,0
913,-1,1,1.68131176,1
914,0,0,1.165918935,0
915,1,1,0.868692336,0
916,-2,1,2.290099064,1
917,0,0,1.567467153,0
918,0,0,0.9956478172,0
919,1,2,0.5545736119,0
920,0,0,1.052093205,0
921,1,2,0.5790690918,0
922,1,2,0.5171063052,0
923,0,0,0.9695926754,0
924,1,2,0.7766928385,0
925,0,0,1.03373525,0
926,0,0,1.079100129,0
927,0,0,0.8065635214,0
928,2,2,0.6395746337,0
929,0,0,1.618286264,0
930,0,0,0.9382692627,0
931,0,0,0.4086731364,0
932,1,2,0.3760347444,0
933,0,0,1.775305873,0
934,0,0,1.161995287,0
935,0,0,1.110186146,0
936,0,0,1.631638167,0
937,1,1,0.5100452912,0
938,0,0,1.754486077,0
939,0,0,0.6721158967,0
940,0,0,0.6004760772,0
941,-1,3,1.946514519,1
942,0,0,1.496077099,0
943,2,2,0.8804148528,0
944,2,2,0.7241806952,0
945,1,1,0.8914047122,0
946,0,0,1.674706707,0
947,0,0,0.7087908135,0
948,1,2,0.5080653505,0
949,0,0,1.73395931,0
950,1,2,0.8129739311,0
951,1,2,0.3963298776,0
952,0,0,0.9754878072,0
953,1,2,0.7214894729,0
954,2,2,0.9816950446,0
955,2,2,1.23067551,0
