Radio Frequency,Azimuth,Angle Of Elevation
5400,0.353183898,0
5400,1.822488332,1.601037911
5400,1.912420568,1.920123066
5410,0.388671908,0.036754698
5405.212647,0.182982594,0
5400.441478,1.633968337,1.643530815
5410,0.092569254,0.068267506
5400,0.080902027,0.047915438
5410,0.19791327,0
5401.418959,1.899694882,1.835177089
5401.473987,1.678111874,1.85831716
5400,1.975177861,1.868583443
5400,0,0
5400,0,0.147601663
5401.891168,0.321727455,0.008157367
5406.929829,0.262406837,0.55838241
5410,0.024945645,0
5405.122459,1.494329771,0.164834491
5400,0.308762686,0.384250078
5400.934134,0.40685041,0
5400,1.419845174,1.998219372
5403.87682,1.953320413,2
5402.008223,0.166712612,0.041869493
5400,0,0.072432121
5400.107967,1.8809224,1.744642671
5409.136286,0.401959799,0
5401.592184,1.877679774,1.746173131
5400,1.865592515,1.858760489
5406.130854,2,1.984038946
5405.660606,0.405890956,0
5400,1.736347967,1.282340249
5400,0.079202874,0.004469425
5402.360109,0.488080487,1.347414834
5400,2,2
5400,0.365840174,0
5400,1.379459649,1.852849364
5406.834694,0.863083876,1.495894736
5400,2,1.627238308
5404.063895,1.94836765,1.530900361
5403.99376,0.345144007,0
5404.012425,2,2
5400.221786,2,1.91484289
5400.637406,1.520351055,1.102464323
5410,1.613444927,1.789053871
5400,1.991628525,1.625386853
5409.206075,2,2
5400,0.197769521,0
5400,0.336086918,0
5400,0.296770555,0.35252716
5400,1.890140879,1.949732449
5410,1.71387428,1.740585883
5404.889553,0.048048254,0
5400,0.371564216,0
5400,0.438136337,0.248082199
5401.414039,0.452669159,0
5401.069871,0.111300558,0.149241317
5410,1.841739261,1.80406475
5400,0.048712147,0.165540724
5400,1.636133472,1.760862192
5403.695936,1.330601787,1.807188621
5410,0.132384351,0.041357165
5401.464485,1.248423574,1.15100693
5404.004744,1.637483089,1.61998906
5403.394223,0.818400625,0.425531247
5400.02654,1.780133111,2
5407.668468,0.264456031,0.089974896
5404.890769,0.535375627,0
5410,1.809651251,1.483043505
5405.989662,1.471292307,0.002584951
5402.218445,1.455985454,1.68563934
5410,2,2
5403.650211,1.786670219,0.643703621
5410,0.350423766,0
5406.074109,0.510046293,0.135217944
5410,1.589995105,1.363579915
5409.869524,0.052503674,0
5405.733623,0.69828503,0.121762303
5400,0.166422419,0.115868659
5405.297391,0,0.140039971
5400,0.417533494,0
5405.819678,1.94220278,2
5409.33529,1.697993769,1.715005571
5400,2,1.595668167
5403.23788,1.679007649,1.636492909
5400,1.923211136,1.876537069
5400,1.63188405,1.81026328
5407.457976,1.817429602,2
5410,0,0
5409.409076,1.349071174,1.259768155
5409.614482,1.508360331,0.187830938
5400,0,0.138069707
5400,0.220819005,0.179794848
5406.62634,0.255599771,0.14387746
5401.829587,0.854107138,1.276135819
5401.4589,1.943634543,1.749546215
5405.492709,1.924287846,1.749385868
5405.345401,1.835058715,1.898678265
5410,1.718969625,1.756711221
5405.652297,0.526317881,0.812699089
5400,0.458008172,0
5409.681343,0.380568071,0.104993437
5405.497126,1.634414828,2
5400,0.178134106,0
5404.452893,0.331654973,0
5400,1.624873768,1.75202346
5401.622397,0.506502354,0
5410,1.904363484,1.701188353
5404.113899,1.801136043,1.895215347
5400,1.923300208,1.873584985
5404.478985,0,0.322321508
5400,0.418432587,0
5410,1.755341928,1.822894236
5409.794702,0.042539836,0.199428757
5410,0.300335429,0.133250276
5410,1.753612516,1.991691622
5409.389405,1.653755086,1.82264482
5408.506857,0.385273779,0.380144497
5400.297084,1.820194224,1.709911724
5406.047028,0.11517113,0
5400.415699,1.778813419,1.767734007
5400,1.853855455,2
5400.02719,0.155104191,0
5409.418944,0.007747229,0
5404.077269,0.538540874,0
5402.539791,0.259093437,0.070541693
5400,1.754798766,1.902104432
5400,1.752785492,1.801976258
5410,1.847496798,1.808130123
5410,0.453679118,0
5400,0.233110691,0
5406.724453,1.529140568,1.723038222
5400,0.669227784,0
5402.231388,0.322599241,0
5406.321846,0.203298837,0.101952701
5410,0.424123623,0.114500735
5410,1.758490134,1.622596908
5400,1.740362872,1.844612427
5400,0.084372954,0
5407.667526,0.46228992,0.000254485
5409.495334,1.970139187,1.079897494
5400,0.482142074,0.109257262
5409.761073,1.839119696,1.837220733
5400,1.910654308,1.995573311
5401.50091,1.247788167,1.436890091
5400,1.76280816,2
5400,0.287865528,0
5408.6435,0.021792418,1.091382891
5401.792647,0.063772962,0.09226936
5408.26036,2,1.938139007
5400,0.385187432,0
5410,0.256184955,0
5400,0.098740091,0
5400,0.130456835,0.210471373
5410,1.604632017,1.534039372
5400,0.057054938,0
5400.964429,1.300966614,1.423200487
5400,0.203745033,0.02621691
5410,0.763920196,0.198636994
5404.588119,0,0
5400,0,0.054871991
5410.656499,1.640203786,1.799559411
5410,2,1.956760821
5403.974518,0.510744899,0
5408.54115,0.518575867,0.753783289
5402.200313,1.495420057,1.743750171
5410,1.661405917,1.605146451
5407.146812,1.966996043,0.292089713
5398.937417,2.143186917,1.800793942
5400,0.565457182,0.535900985
5407.127907,1.806516614,1.729926366
5402.214786,1.779804779,1.889156124
5400,1.51031094,1.893105501
5400,1.538890674,1.788371106
5407.92769,1.895642673,1.536876739
5400,0.214098862,0.254213237
5404.790778,0.456985418,0.279185107
5400.71886,0.362913374,1.856034703
5400,1.904946179,1.668797849
5400,1.8948216,1.997529562
5400,0.287695513,0.085400542
5400.694069,1.719164952,1.651622871
5410,0.382359094,0.054361816
5401.449533,0.215448235,0.239606773
5400.046457,0.880868876,1.454931798
5410,1.759298893,1.885711624
5403.476787,0.321150497,0.184325671
5400,1.922234912,1.891594361
5400,2,1.80623372
5400,0.24709833,0
5400.31769,0.239307576,0.172892529
5406.008445,1.865245347,2
5403.993901,0.267855838,0
5400,2,1.954950293
5401.814518,0.152681313,0
5400,1.855554304,2
5400,1.798117368,1.80545565
5401.655832,0.189633492,0
5405.44143,0.56067486,0.034948866
5410,0.121567222,0
5400,1.847691667,1.782611242
5410,1.80679974,2
5407.655442,1.889095007,1.912809753
5403.454378,1.153006544,1.421143669
5408.599581,0.83178016,0.765829281
5410,0.584237739,0.10357325
5400,2,1.705761499
5402.465065,0.291222617,0.040681875
5400,0.392621285,0.442242675
5407.190832,1.373127714,1.746118297
5400,0.381551211,0
5408.158727,2,2
5410,0.072842187,0.178777101
5400,0.658225935,0.072068132
5408.556513,0.447994959,0.212778687
5400,2,1.50586735
5410,0,0.393986768
5410,0.466505944,0.233668887
5400,1.636013223,1.731919798
5400,1.863932386,1.75392873
5410,0.226344661,0
5400,1.471883792,1.798338602
5410,0.534767401,0.084618401
5400,0.363513865,0.084705836
5410,1.922983937,1.73175972
5409.153093,0.13955922,0.121762891
5400,0.657991045,0.00904739
5402.050536,0.341441004,1.8715683
5400,1.473090776,1.81922638
5410,0.242500612,0
5409.640345,1.99926304,0.783067412
5406.399509,1.415907166,1.866118065
5409.531103,1.904556629,1.705562558
5410,0.373083438,0.455852308
5400,0.042218968,0.108852946
5400,0.221216506,0.116095641
5410,1.899586553,1.681689013
5400,1.794006809,1.773764948
5400,0.175102553,0.348555552
5400,0.303204626,0
5403.225402,0.289005019,0
5400,0.41298636,0
5410,1.865564189,1.699453001
5401.693443,1.691061363,1.666298476
5400,0.290980519,0.020769235
5400.538123,1.539772966,1.537310077
5401.164942,0.558385228,0.073956279
5406.107355,1.871729372,1.973747048
5410,0.351606244,0.336070758
5406.24116,0.711812368,0.909016373
5400.445525,0.436780764,0.110626234
5400,0.39130785,0
5410,0.435377721,0.253899021
5399.853118,1.559599306,2.250886099
5405.747286,0,0.340023241
5400,0.853803083,0.101402794
5410,1.922735901,1.581044807
5400,1.432976332,1.564722893
5398.807515,1.442155954,1.92957091
5401.500957,0.195070164,-0.050017883
5410,2,1.399308317
5410,0.110537168,0.050551243
5400,0.172179153,0.135770349
5406.05389,1.624199905,1.523653168
5400.306707,0.419859727,0
5407.037687,0.119568774,0
5407.868275,1.970119022,1.78281564
5407.266737,1.369684132,0.606889272
5400,0.235488211,0
5410,0.029955403,0
5406.397718,0.227765093,0.140537835
5400,1.637795648,2
5400,0.782354774,0.100540181
5400,1.778193465,1.854848706
5400,1.594880545,1.739355788
5400,0.595236389,0.339473541
5400,0.364182748,0.101288516
5400.625408,0.46674751,0.568707386
5400,0.259656194,0.051586646
5400,1.688596718,1.68218546
5410,2,1.649953732
5400,0.460608201,0
5400.33933,0.844240435,0
5400,1.705483593,1.892327193
5400,1.433496483,1.805016192
5401.925035,0,0.112175302
5400,1.73993189,1.787544
5409.899665,1.176461799,1.351872154
5400,0.060356474,0
5409.761692,1.768707398,1.948083717
5400,0.199573145,0.222078403
5400,0.066737415,0.28466436
5411.90385,0.352881973,-0.006378468
5406.097647,1.090457963,1.27498393
5400,0.270103305,0.312782019
5400,0.488754884,0
5400,1.841108684,2
5403.392469,1.803565972,1.862259992
5404.564771,1.777954721,1.912459344
5408.639029,1.659195325,2
5400,0.346154547,0
5400.81919,0.701526772,0.156864267
5400.268325,0.575007013,0
5404.72647,0.609258042,0.213738251
5404.474276,0.338119867,0.19470962
5400,1.805381037,1.707821295
5401.045465,0.247249017,0.858661207
5401.170051,1.817142939,1.465197798
5400,1.363004094,1.773262316
5400,0.213631242,0.099603387
5400,1.846406936,1.936591511
5409.180083,0.380770768,0.110408691
5401.720567,1.586555121,1.180057088
5410,0,0
5404.88312,1.922268686,1.721118501
5410,0.236991296,0.043666405
5400,0.687356504,0.199868793
5408.295652,0.165514133,1.539381346
5400,0.176027606,0.500283456
5402.420463,0.429886619,0
5400,1.658974005,1.639294822
5406.550391,0.488273901,0.238314417
5400,0.5702271,0
5400,0.53217143,0
5404.407536,0.767465264,1.545113005
5400,1.32639751,2
5403.897749,1.833409311,1.840333595
5400,0.284668655,0.117823378
5402.820982,1.807483774,2
5400.310454,0.675819163,1.162405547
5405.457779,0.272798853,0
5404.370485,0.038257541,0.178983917
5400,1.898829869,1.671199769
5400,0.916526262,0.193612975
5400,1.788069198,1.885538113
5410,0.21087123,0
5400,1.953530261,1.756843623
5406.692344,0.319982585,0
5400.191912,0,0.233442009
5400,0.097546053,0.123161828
5401.771888,0.516981781,1.86965056
5400,0,0
5403.623682,0.266373418,0
5400,0.446364048,0.217957691
5407.039285,0.201071565,0.073085311
5409.451312,0.753854304,1.908138079
5404.286132,0.316034364,0.126703149
5400,1.706965923,1.854600855
5404.244586,1.858641374,1.47310366
5400,1.952532037,1.955646528
5400,2,1.704867668
5401.929357,1.644536392,1.458324067
5400,0.296785556,0.110461326
5403.703381,0.099125085,0.237648977
5400,0.523313522,0.158338888
5400,0.229835207,0.064128239
5400,0.083682081,0.053265722
5400,0.103953262,0
5407.482949,0.404631898,1.035700096
5410,1.935623139,1.877483824
5409.634373,1.847627538,1.67961287
5400,1.729886121,2
5400,1.784574825,1.500214222
5400,2,1.929769026
5400,2,1.63866332
5410,1.898492186,1.693622047
5410,0.367081598,0.009520715
5400,1.676057845,1.804147606
5410,1.755351014,2
5405.480783,2,1.924545811
5400,0.167329681,0.258934339
5406.807304,0.669547102,0.269488322
5405.578682,0.037306033,0.461923724
5400,1.679571275,2
5406.873917,1.533570036,1.683021612
5406.027126,0.206222701,0
5402.112685,1.650768197,1.700856991
5400,0.265218739,0.119624722
5410,1.840921845,1.933762695
5410,1.461285681,1.568691078
5401.565077,1.819691038,1.809291879
5409.085555,1.436084425,0.018240904
5404.832643,0.944415897,1.87566649
5408.616412,0.489999118,0.049374944
5400,0.360030506,0
5402.631157,0.231703998,0.102742039
5400.902328,0.740104563,0.00459102
5401.754336,2,1.816096113
5410,0.008577557,0
5400,1.784481015,1.755839447
5400,0,0.0153422
5410,1.149594113,2
5400,1.633413957,1.897627016
5400,0.114330969,0.162239619
5410,0.274016588,0.240393238
5403.50951,2,2
5402.654916,1.874489035,1.745442879
5410,0.42188779,0
5400,0.165560144,0.079083819
5400,1.887860007,1.701511686
5408.818229,1.4817892,1.781566134
5400,1.799123292,1.977373466
5401.271695,0.489787346,0
5410,1.798849566,1.810019436
5403.93352,2,1.737749525
5410,0.057093858,0.306987139
5406.792915,1.757356325,1.929838908
5402.617915,1.670580694,1.781953549
5400,1.820549922,1.702230799
5406.832556,1.453053782,1.236127624
5400,0.344132984,0.210752683
5410,0.360497521,0
5410,1.255442791,1.515675425
5400,1.584703299,2
5402.68461,1.820345689,1.8041616
5400,1.736936892,1.824920624
5410,0.313481159,0
5410,0.177551435,0
5410,1.756417757,1.863080034
5405.022623,1.90049826,1.715984507
5400,1.756443228,1.846085186
5405.594751,2,1.9948638
5400,1.612566203,1.988734274
5400.782595,1.084325842,1.742979628
5410,0.506406402,0.161688458
5400,2,1.676619449
5408.904063,0.08116713,0.187698001
5400,0.205252832,0.227132722
5404.753113,0.395102155,0.459420891
5405.389763,0.202611594,0.080009697
5400,0.237333772,0
5401.346119,0.410303598,1.971010731
5402.976756,1.602026261,1.860332773
5410,1.492589969,1.804360643
5400.123629,0.438357245,0
5407.670655,1.639134484,1.587079051
5410,1.852342567,1.842586247
5400,1.78850285,1.996875728
5409.906453,0.364669756,0.32007853
5400,1.944982536,1.830539075
5402.850121,0.680616835,1.040470506
5400,1.901486746,1.824066996
5410,0.239997899,0.127988777
5402.884758,1.610119527,1.981849718
5400,0.450173863,0.207912541
5400,0.430486581,0
5400,0.747772359,0.306710645
5406.923295,1.438582592,1.836056205
5410,0.741722335,0
5406.103014,0.967130314,1.867421219
5403.218782,0.798109669,1.381900102
5400,0.313633453,0
5402.77698,2,2
5400,0.40946097,0.233223015
5400,2,1.448195342
5410,0.192123419,0
5400,0.55504201,0.053934258
5400.745059,2,1.775528267
5400,1.822814833,1.999830107
5402.292212,1.558739859,1.640959011
5400,1.525996151,1.886251427
5400,0.561398169,0.408353604
5400,0.464663122,0.085031078
5400,1.961592758,1.802152351
5404.673603,1.624789022,1.713974332
5401.833454,2,2
5401.920667,0.948381413,0.923132815
5410,0.411000132,0
5405.219688,1.980218168,2
5405.313741,1.01693204,0.281805129
5404.259011,0.263117833,1.663283916
5400,1.462595392,1.991257869
5401.925975,0.681809075,0
5405.015321,0.577313878,0.597428294
5410,0.347712446,0.322821168
5400.798527,0.169587303,0.059785061
5407.142637,0.446678847,0
5400,0.518903785,0
5403.225232,0.445209008,0
5400,2,1.63693556
5400,0.41409672,0.242782661
5410,1.398705477,1.640936845
5401.071236,0.116198162,0.812755652
5410,0.373490668,0
5402.886123,1.528272475,2
5400,0.293164081,0.18117498
5404.150845,1.262351381,0.333931363
5407.977329,1.476182867,0.002708067
5400,1.636741567,2
5408.60056,1.72275101,1.805159269
5400,0.037997578,0
5400,1.800662756,1.936372578
5406.523694,0.166011047,0.074828346
5410,0.51604535,0.037189159
5402.940519,1.520580213,1.980940946
5400,1.991145039,1.731314419
5400.277701,0.237054584,0.128405089
5409.99308,0.27543099,0.112727721
5408.978203,1.681734201,0.567954292
5406.088289,1.815756073,1.753459961
5405.134349,1.793647735,1.766808808
5402.010863,0.131145909,0.216819244
5409.602736,1.888860445,1.762772336
5400,0.480987063,0
5400,1.914360584,1.48912452
5410,0.315646352,0
5400,1.767048511,1.9896315
5408.065583,0.446834496,0.21266134
5402.519893,1.305618201,1.107341472
5407.978533,0.410328077,0
5406.429703,0,0
5400,1.750221336,1.821828723
5400,1.809849987,2
5400,1.875414943,1.5062614
5400,1.777507342,2
5408.36987,0.460819728,1.694087056
5400,1.879825362,1.526131579
5400.62896,0.091834452,0
5410,0.322819497,0.093697532
5400,1.458311727,1.404683196
5409.900577,1.507832403,1.912878628
5400,1.499332121,1.370247082
5400,1.731576533,1.858020675
5408.711815,0.151190492,0.696247817
5400,0.213415244,0
5400,1.632056489,1.954309689
5400,0.254345664,0.29119267
5405.330639,1.733463456,1.541485934
5407.713829,0,0
5400,1.82777316,1.466413964
5410,0.034211302,0.187945009
5402.656956,2.020975967,1.748628149
5400,1.628763728,1.828050897
5401.848889,0.766343788,0.079196314
5400,1.952903782,1.702196432
5398.743409,-0.012071675,0.174178483
5407.032964,0.389503674,0.005922649
5410,2,1.554277596
5401.051786,1.392174779,1.605132058
5404.197983,0.266416595,0
5400,0.25910051,0
5409.790142,1.594755183,1.715902426
5400,0.652146688,0
5400,0.2659657,0
5400,0.59840314,0
5400,0.369851023,0
5409.314989,1.68875045,1.975037891
5409.829984,1.161943236,0.539293056
5400,0.373240847,0
5409.438488,0.319633733,0.358182655
5400,1.916406458,1.629197576
5400,2,1.949928645
5401.620461,0.069159249,0.040645866
5410,1.527533185,1.617871511
5400,0.319459165,0
5400,1.666433133,2
5410,1.606623466,2
5410,0.238775293,0.076181958
5403.38555,1.552295705,1.872928312
5400,0.287487109,0
5410,2,1.776573479
5410,1.850891229,1.585681073
5402.171999,1.822718249,0.394138404
5410,0.416868843,0
5400,0.298766808,0.062578918
5408.969816,1.750391837,1.410309488
5402.821394,1.419468019,1.452472383
5400,1.790018366,1.719139678
5410,1.824821154,1.7845038
5406.174477,0.929230169,0.73850615
5410,1.880324942,1.599450535
5407.312244,1.912428053,2
5408.587197,0.037163706,0.276470133
5410,1.69216818,1.602229094
5402.480329,1.053429525,1.310341927
5400.204758,0.301922719,0.239864783
5410,1.912337758,1.904967028
5400.278197,0.839339388,1.244686874
5409.233568,1.952920361,1.810443316
5400,0.294910673,0.391710914
5400,0.441111473,0.074485303
5410,0.420956905,0
5404.405892,1.853606708,1.39571727
5400,1.68184574,1.830189963
5410,1.813693615,1.791072094
5402.743221,0.290658644,0
5400,1.900259158,1.737174208
5400,0.088536402,0.282056576
5410,1.846547312,1.904873418
5400,0.127140893,0.599575196
5400,1.333132836,1.665851706
5407.047306,0.142290922,0.099329776
5400,1.845091275,2
5412.671076,0.240398623,0.117499756
5410,0.093028906,0.094692129
5408.90349,1.995650484,1.7526043
5400,1.931384206,1.886682702
5410,0.292173852,0.01816316
5409.266827,0.196926678,0.808850963
5407.29973,0.201588178,0
5410,0,0
5410,1.847511123,1.735482993
5400,2,1.499433091
5410,2,1.569165998
5400,0.091217888,0
5406.025748,1.460038695,1.884046292
5406.26195,0.871651228,0.984395494
5400,1.813006522,2
5410,0.401628757,0
5408.35598,0.496322121,1.108546624
5409.549039,1.727097473,1.866302625
5400,1.691748085,1.713128447
5400,0.335300642,0
5400,1.985391142,1.985447397
5400,0.633520282,0
5400,0.43800986,0.023224006
5400,1.843095352,1.859796385
5400,0.237321471,0.223804178
5400,2,1.960234959
5400,1.784482104,1.979062689
5405.136163,1.717830966,1.686644559
5403.756266,0.28820412,0.141911486
5409.80066,1.529626888,2
5400,1.662291924,1.669676039
5404.742167,1.944152449,1.880316394
