Radio Frequency,Azimuth,Angle Of Elevation,Ground_Truth,Predicted_Cluster
5408.250503,1.395611328,1.270236518,Emitter_2,Emitter_2
5400,1.580692045,1.815260004,Emitter_2,Emitter_2
5408.151032,0.287431837,1.822149981,Noise,Noise
5410,2,1.93939407,Emitter_2,Emitter_2
5403.140901,0.914534463,1.1358075,Noise,Noise
5400,1.515144312,1.988468578,Emitter_2,Emitter_2
5400,1.416734277,0.957225691,Emitter_2,Emitter_2
5400,1.735388487,1.813190677,Emitter_2,Emitter_2
5401.705552,1.464110591,1.7922424,Emitter_2,Emitter_2
5400,2,1.759268488,Emitter_2,Emitter_2
5400,0.75466724,0,Emitter_1,Emitter_1
5406.724822,1.465333109,1.257343329,Emitter_2,Emitter_2
5410,1.809068472,1.425326519,Emitter_2,Emitter_2
5410,0.120020383,0,Emitter_1,Emitter_1
5405.034122,1.799550474,1.659568511,Emitter_2,Emitter_2
5400,0.264091736,0,Emitter_1,Emitter_1
5400,1.468827193,0.754330186,Emitter_2,Emitter_2
5407.852241,1.996887053,1.727024045,Emitter_2,Emitter_2
5400,0.111514028,0.09116014,Emitter_1,Emitter_1
5400,1.315360777,1.235985023,Emitter_2,Emitter_2
5400,1.831863965,1.033782394,Emitter_2,Emitter_2
5400,1.885538142,1.898245516,Emitter_2,Emitter_2
5400,0.563890994,0,Emitter_1,Emitter_1
5400,1.912035244,1.666751151,Emitter_2,Emitter_2
5400,1.761239326,1.741355815,Emitter_2,Emitter_2
5407.603556,1.290937804,0.635523824,Emitter_2,Emitter_2
5410,2,1.62801167,Emitter_2,Emitter_2
5400,1.240174497,0.93813755,Emitter_2,Emitter_2
5400,1.577856788,0.971117754,Emitter_2,Emitter_2
5401.359532,1.642000303,1.780435221,Emitter_2,Emitter_2
5404.942604,1.700538865,0.896813706,Emitter_2,Emitter_2
5408.984361,1.518066032,2,Emitter_2,Emitter_2
5400,1.628130085,1.435244835,Emitter_2,Emitter_2
5400,1.701460191,1.47872171,Emitter_2,Emitter_2
5400,0.295430115,0,Emitter_1,Emitter_1
5400,1.952869012,1.75724822,Emitter_2,Emitter_2
5405.497946,1.484692647,0.88759821,Emitter_2,Emitter_2
5400,2,1.560075167,Emitter_2,Emitter_2
5410,0.651382258,0,Emitter_1,Emitter_1
5401.045804,1.641107816,0.638477915,Noise,Emitter_2
5408.215917,1.922417546,1.423733059,Emitter_2,Noise
5410,2,1.458561902,Emitter_2,Emitter_2
5409.712456,1.79234846,0.888586309,Emitter_2,Emitter_2
5400,2,2,Emitter_2,Emitter_2
5400,1.660506585,1.73827302,Emitter_2,Emitter_2
5407.600505,1.691164757,0.634816742,Emitter_2,Emitter_2
5400,1.938000894,1.950086088,Emitter_2,Emitter_2
5400,2,2,Emitter_2,Emitter_2
5400,2,1.985641628,Emitter_2,Emitter_2
5400,1.288669422,0.913242742,Emitter_2,Emitter_2
5410,1.631119442,1.087335371,Emitter_2,Emitter_2
5400,1.425167843,0.883684869,Emitter_2,Emitter_2
5400,0.085844488,0,Emitter_1,Emitter_1
5410,1.547290005,0.792983369,Emitter_2,Emitter_2
5400,1.925141666,1.878544515,Emitter_2,Emitter_2
5402.09167,0.64834441,1.163819578,Noise,Noise
5412.249895,1.72511222,1.415001424,Emitter_2,Noise
5400,1.801632855,1.843786203,Emitter_2,Emitter_2
5401.938566,2,1.690049692,Emitter_2,Emitter_2
5410,0.044778754,0.097120159,Emitter_1,Emitter_1
5407.497377,1.93735132,1.801128017,Emitter_2,Emitter_2
5408.140956,2,1.716376687,Emitter_2,Emitter_2
5400,1.235967348,1.263789252,Emitter_2,Emitter_2
5402.187966,1.620576579,1.959149348,Emitter_2,Emitter_2
5410,1.444137692,0.992190888,Emitter_2,Emitter_2
5406.461977,0.380716326,1.198679772,Noise,Emitter_1
5405.016454,1.473704116,0.976040926,Emitter_2,Emitter_2
5400,1.985270828,1.670485963,Emitter_2,Emitter_2
5403.218827,1.365023425,0.919531601,Emitter_2,Emitter_2
5400,1.979465602,1.860837208,Emitter_2,Emitter_2
5400,1.601243335,1.22410774,Emitter_2,Emitter_2
5400,1.832740167,1.601702946,Emitter_2,Emitter_2
5400,2,1.62902516,Emitter_2,Emitter_2
5400,1.840336396,1.937455518,Emitter_2,Emitter_2
5400,1.653920992,1.003357529,Emitter_2,Emitter_2
5410,1.978873506,1.585200233,Emitter_2,Emitter_2
5410,1.300527868,1.235006052,Emitter_2,Emitter_2
5409.405735,0.735543381,0.871696385,Noise,Noise
5410,1.489655983,1.222960049,Emitter_2,Emitter_2
5410,1.611117066,1.413971447,Emitter_2,Emitter_2
5402.993758,1.879155689,1.954976906,Emitter_2,Emitter_2
5400,1.555114829,1.843293443,Emitter_2,Emitter_2
5410,0.355617317,0,Emitter_1,Emitter_1
5400.906926,2,1.441700684,Emitter_2,Emitter_2
5404.407661,1.803445458,1.073810206,Emitter_2,Emitter_2
5400.237143,1.362411362,1.206356631,Noise,Emitter_2
5400,1.806574866,1.704618675,Emitter_2,Emitter_2
5400.05616,2,2,Emitter_2,Emitter_2
5410,1.255214305,0.742486798,Emitter_2,Emitter_2
5410,1.720948043,2,Emitter_2,Emitter_2
5400,1.620908623,1.330605361,Emitter_2,Emitter_2
5410,0.456708702,0.144534867,Emitter_1,Emitter_1
5400,0.364339114,0.074772841,Emitter_1,Emitter_1
5400.659346,1.986977496,1.909682684,Emitter_2,Emitter_2
5405.722892,1.880462174,1.817467309,Emitter_2,Emitter_2
5400,1.424767241,0.840442517,Emitter_2,Emitter_2
5400,1.817155569,1.664361925,Emitter_2,Emitter_2
5406.61302,1.397629453,0.783031468,Emitter_2,Emitter_2
5401.533423,1.870993856,1.134192535,Emitter_2,Emitter_2
5410,1.397029131,0.871902541,Emitter_2,Emitter_2
5410,1.761530795,1.981996725,Emitter_2,Emitter_2
5400,1.660314113,1.696065139,Emitter_2,Emitter_2
5400,0.20046781,0.117859784,Emitter_1,Emitter_1
5400.903404,1.923035241,1.5812395,Noise,Emitter_2
5410,0.495331133,0,Emitter_1,Emitter_1
5410,1.558532814,1.056868003,Emitter_2,Emitter_2
5400,0.465357826,0.058315654,Emitter_1,Emitter_1
5410,0.025210256,0.229656853,Emitter_1,Emitter_1
5400,1.935020848,1.385180468,Emitter_2,Emitter_2
5400,1.71824163,1.819770455,Emitter_2,Emitter_2
5400,0.3002813,0,Emitter_1,Emitter_1
5402.586934,0.277080719,1.260496262,Noise,Noise
5402.559243,0.625673517,0.28603614,Emitter_1,Emitter_1
5400,1.3950775,1.156470355,Emitter_2,Emitter_2
5401.430914,0.334100971,0,Emitter_1,Emitter_1
5400,1.14113437,1.057477528,Emitter_2,Emitter_2
5400,0,0.125862188,Emitter_1,Emitter_1
5400,1.902292213,1.523657713,Emitter_2,Emitter_2
5400,0.221139367,0,Emitter_1,Emitter_1
5405.419006,0.93689405,0.762903409,Noise,Emitter_2
5400,1.747936867,1.310037714,Emitter_2,Emitter_2
5407.81932,0.067607178,1.056620349,Noise,Noise
5401.540829,1.352569974,1.342625391,Emitter_2,Emitter_2
5400,1.704982189,0.828895712,Emitter_2,Emitter_2
5400,1.694124901,1.537592781,Emitter_2,Emitter_2
5400,1.50372787,0.970979091,Emitter_2,Emitter_2
5405.674917,2,1.646202826,Emitter_2,Emitter_2
5409.39845,1.981028497,2,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_1
5400,1.802424562,1.664804282,Emitter_2,Emitter_2
5405.082006,0.145198578,0.520955288,Noise,Noise
5402.017579,1.54066903,1.204066614,Emitter_2,Emitter_2
5400,1.315150287,1.051222285,Emitter_2,Emitter_2
5401.798675,1.158137295,1.000012959,Noise,Emitter_2
5410,1.729128933,1.531626426,Emitter_2,Emitter_2
5403.726315,1.453625436,0.851654343,Emitter_2,Emitter_2
5405.342645,1.587042045,1.989250399,Emitter_2,Emitter_2
5400,0.005926584,0.054889135,Emitter_1,Emitter_1
5407.926823,1.624315501,1.987394029,Emitter_2,Emitter_2
5400,1.540669256,1.081781616,Emitter_2,Emitter_2
5410,1.278237311,0.840395621,Emitter_2,Emitter_2
5406.418503,1.444454554,2,Emitter_2,Emitter_2
5400,1.74349435,1.196162008,Emitter_2,Emitter_2
5400.194319,1.64252141,1.844016133,Emitter_2,Emitter_2
5410,1.576711956,1.721892867,Emitter_2,Emitter_2
5408.353695,1.570822712,1.161655507,Emitter_2,Emitter_2
5400,1.154666166,1.119843838,Emitter_2,Emitter_2
5403.781942,1.581915764,1.034657458,Emitter_2,Emitter_2
5405.528447,0.612640934,0.085220195,Emitter_1,Emitter_1
5410,1.519215691,1.154876437,Emitter_2,Emitter_2
5410,1.510396661,0.958139265,Emitter_2,Emitter_2
5410,1.874619415,2,Emitter_2,Emitter_2
5410,1.312111321,1.291587935,Emitter_2,Emitter_2
5401.661893,2,1.539886332,Emitter_2,Emitter_2
5401.132145,1.199028773,0.79753092,Noise,Emitter_2
5410,1.39215695,1.012944152,Emitter_2,Emitter_2
5403.233666,1.27981795,1.811485625,Noise,Noise
5405.614475,0.378963274,0.038566437,Emitter_1,Emitter_1
5400.928757,0.29641002,0,Emitter_1,Emitter_1
5404.345048,1.758248556,0.781397286,Emitter_2,Emitter_2
5401.290508,0.153670708,0.170340691,Emitter_1,Emitter_1
5404.998181,1.716304597,1.102781917,Noise,Emitter_2
5407.107773,1.793711974,0.737317465,Emitter_2,Noise
5407.497998,1.220514689,1.438923227,Noise,Noise
5405.966751,1.399165135,1.151866751,Emitter_2,Emitter_2
5400,1.404379475,1.203246171,Emitter_2,Emitter_2
5400,1.887931687,1.088528732,Emitter_2,Emitter_2
5404.70905,0.563000205,1.76558098,Noise,Emitter_2
5400,0.223742965,0.172310145,Emitter_1,Emitter_1
5409.460437,1.497493628,1.153746947,Emitter_2,Emitter_2
5400,1.854373371,1.78881145,Emitter_2,Emitter_2
5407.029002,0.614268405,0.082250413,Noise,Emitter_1
5400,1.956819648,1.104144621,Emitter_2,Emitter_2
5400.828962,1.668196876,0.90361087,Emitter_2,Emitter_2
5408.576971,1.932438635,1.937591402,Emitter_2,Emitter_2
5409.038274,1.664554247,0.959080873,Emitter_2,Emitter_2
5400,0.068656761,0,Emitter_1,Emitter_1
5400.160849,1.732866762,2,Emitter_2,Emitter_2
5403.91066,1.668579155,1.774667079,Emitter_2,Emitter_2
5400,0.132358386,0,Emitter_1,Emitter_1
5410,1.314871149,1.100860707,Emitter_2,Emitter_2
5400,1.698089196,1.091737247,Emitter_2,Emitter_2
5400,0.231246417,0.121672441,Emitter_1,Emitter_1
5402.681089,1.835732198,1.856802333,Emitter_2,Emitter_2
5410,0.39033355,0.01771364,Emitter_1,Emitter_1
5407.63597,1.802766715,1.974814834,Emitter_2,Emitter_2
5400,1.498241667,1.032187765,Emitter_2,Emitter_2
5410,0.313945505,0,Emitter_1,Emitter_1
5400,0.226747447,0,Emitter_1,Emitter_1
5400,0.324951796,0,Emitter_1,Emitter_1
5400,1.79014421,2,Emitter_2,Emitter_2
5400,0.236834365,0,Emitter_1,Emitter_1
5410,1.75462938,2,Emitter_2,Emitter_2
5406.352683,0.497261279,0.253876812,Emitter_1,Noise
5406.405624,0.124920343,1.206057148,Noise,Noise
5401.330406,1.548781683,1.042904957,Emitter_2,Emitter_2
5400,1.44431803,0.652735251,Emitter_2,Emitter_2
5403.208903,1.48287976,1.166038763,Emitter_2,Emitter_2
5410,0,0,Emitter_1,Emitter_1
5400,1.663838565,1.063525213,Emitter_2,Emitter_2
5405.434608,0.56055952,0.150615546,Noise,Emitter_1
5400,1.742993939,1.894106353,Emitter_2,Emitter_2
5400,1.670014402,1.058315009,Emitter_2,Emitter_2
5400,1.489678966,1.425862234,Emitter_2,Emitter_2
5400,1.827744959,1.848440394,Emitter_2,Emitter_2
5400,1.194325164,0.643142209,Emitter_2,Emitter_2
5400,1.765762646,2,Emitter_2,Emitter_2
5407.553855,1.24822611,1.004943949,Emitter_2,Emitter_2
5409.351815,1.69512761,0.769649803,Emitter_2,Emitter_2
5410,1.537908934,0.750099375,Emitter_2,Emitter_2
5400,1.628715393,1.612518946,Emitter_2,Emitter_2
5400,1.753727746,1.701839338,Emitter_2,Emitter_2
5410,1.565936781,1.51614192,Emitter_2,Emitter_2
5403.691884,0.347004056,0.167410825,Emitter_1,Emitter_1
5403.081562,0.769444708,0.060422245,Noise,Emitter_1
5410,1.924107508,1.448440692,Emitter_2,Emitter_2
5402.042842,1.627621256,1.074563711,Emitter_2,Emitter_2
5405.070349,1.384604933,0.919446767,Emitter_2,Emitter_2
5410,1.756229058,1.509450339,Emitter_2,Emitter_2
5406.793588,1.778560552,1.781244753,Emitter_2,Emitter_2
5404.139808,1.608164164,1.038881562,Emitter_2,Emitter_2
5406.641938,1.815352554,1.775864971,Emitter_2,Emitter_2
5404.043455,1.41871355,2,Emitter_2,Emitter_2
5400.835525,0.273060242,0.084163262,Emitter_1,Emitter_1
5408.325292,2,1.541252227,Emitter_2,Emitter_2
5400,1.232891965,1.228147494,Emitter_2,Emitter_2
5400,1.633268759,1.082082563,Emitter_2,Emitter_2
5409.452885,1.508960221,1.064137871,Emitter_2,Emitter_2
5400,0.192415106,0,Emitter_1,Emitter_1
5409.855796,0.439167152,0,Emitter_1,Emitter_1
5410,0.199907145,0,Emitter_1,Emitter_1
5410,0.757347425,0.215524975,Emitter_1,Emitter_1
5400,0.567383762,0,Emitter_1,Emitter_1
5400,0.210085751,0.164784607,Emitter_1,Emitter_1
5410,1.57669176,1.092922546,Emitter_2,Emitter_2
5400,0.482106422,0.200487482,Emitter_1,Emitter_1
5400,1.401043258,0.795044981,Emitter_2,Emitter_2
5400,0.073890579,0,Emitter_1,Emitter_1
5408.693177,0.333388588,0.10850005,Emitter_1,Emitter_1
5410,1.654831308,1.127286615,Emitter_2,Emitter_2
5406.573412,0.110083567,0,Emitter_1,Emitter_1
5410,1.417309808,0.996011428,Emitter_2,Emitter_2
5410,1.736909382,0.364598019,Emitter_2,Emitter_2
5408.643736,0,0.029151715,Emitter_1,Emitter_1
5407.404137,0.483285158,0.08006894,Emitter_1,Emitter_1
5407.312233,1.457084634,0.76629741,Emitter_2,Emitter_2
5400,1.186428054,1.082511663,Emitter_2,Emitter_2
5400,1.671564629,1.467989034,Emitter_2,Emitter_2
5400,1.883941701,1.628829305,Emitter_2,Emitter_2
5410,1.55674473,0.78298103,Emitter_2,Emitter_2
5400,1.212849975,0.906328139,Emitter_2,Emitter_2
5400,1.297411417,0.803188723,Emitter_2,Emitter_2
5400,1.893984739,1.644040971,Emitter_2,Emitter_2
5400,1.774498172,0.956226299,Emitter_2,Emitter_2
5400.547298,1.59488973,1.096724202,Emitter_2,Emitter_2
5410,1.461904518,0.98746722,Emitter_2,Emitter_2
5410,1.8149982,1.986896262,Emitter_2,Emitter_2
5400,0,0,Emitter_1,Emitter_1
5410,1.915696463,2,Emitter_2,Emitter_2
5400,1.25376214,0.837954206,Emitter_2,Emitter_2
5401.718726,1.468571843,1.178410627,Emitter_2,Emitter_2
5401.750056,1.486889818,1.336373129,Emitter_2,Emitter_2
5407.362015,1.650874831,1.633134856,Emitter_2,Emitter_2
5404.977996,0.208962074,0.085283055,Emitter_1,Emitter_1
5400,1.553713151,1.726958678,Emitter_2,Emitter_2
5401.237724,1.33713382,1.357117952,Emitter_2,Emitter_2
5410,1.624402135,1.888633408,Emitter_2,Emitter_2
5401.706069,1.494405551,0.853915894,Emitter_2,Emitter_2
5400.982396,0.404040668,0,Emitter_1,Emitter_1
5400.362399,0.687059319,0,Emitter_1,Emitter_1
5400,0.347311483,0.124399793,Emitter_1,Emitter_1
5400,0.380158513,0.066965047,Emitter_1,Emitter_1
5410,1.377131291,0.858123547,Emitter_2,Emitter_2
5403.415097,1.886258324,1.524695439,Emitter_2,Emitter_2
5400,1.678890128,0.941721991,Emitter_2,Emitter_2
5410,0.37528883,0.126196546,Emitter_1,Emitter_1
5407.478099,0.630969547,0.272519601,Emitter_1,Emitter_1
5400,0.517488355,0,Emitter_1,Emitter_1
5400,1.965819547,1.970420298,Emitter_2,Emitter_2
5401.99977,0.617119735,0.235681264,Emitter_1,Emitter_1
5400,1.742716536,0.855506974,Emitter_2,Emitter_2
5408.19589,1.396003035,1.080765138,Emitter_2,Emitter_2
5407.585577,0.396261251,0,Emitter_1,Emitter_1
5409.937803,0.108261385,1.153340118,Noise,Emitter_1
5400.556383,1.434805246,0.863979407,Emitter_2,Emitter_2
5409.326737,0.783873482,0.733119538,Noise,Noise
5401.595925,2,1.839487359,Emitter_2,Emitter_2
5403.471587,1.542880887,1.053104722,Emitter_2,Emitter_2
5400,1.907278402,1.566025395,Emitter_2,Emitter_2
5396.277543,1.326579659,1.451935389,Emitter_2,Noise
5408.547164,0.171303611,0.128334089,Emitter_1,Emitter_1
5401.906215,1.51333822,0.926367416,Emitter_2,Emitter_2
5400,1.69381932,1.755610943,Emitter_2,Emitter_2
5407.795775,1.128459196,1.028992767,Emitter_2,Emitter_2
5400.512848,1.4354371,1.714585018,Emitter_2,Emitter_2
5410,1.573831174,1.048078037,Emitter_2,Emitter_2
5410,0.327561638,0.178301752,Emitter_1,Emitter_1
5410,2,2,Emitter_2,Emitter_2
5400,1.66812817,0.947195436,Emitter_2,Emitter_2
5410,1.630372009,1.864930545,Emitter_2,Emitter_2
5400,1.134765405,1.011859498,Emitter_2,Emitter_2
5408.66066,0.403183759,0,Emitter_1,Emitter_1
5407.027522,1.962370367,1.728777736,Emitter_2,Emitter_2
5400,1.628747575,2,Emitter_2,Emitter_2
5399.015952,1.841198581,1.712772065,Emitter_2,Emitter_2
5402.199108,1.329163266,0.94663535,Emitter_2,Emitter_2
5400,2,2,Emitter_2,Emitter_2
5400.820092,1.170870458,0.743715471,Noise,Noise
5408.829751,1.659861176,1.785931082,Emitter_2,Emitter_2
5408.607994,0.186896775,1.983950221,Noise,Noise
5403.860252,0.280480171,0.366210915,Emitter_1,Emitter_1
5400,1.456850158,1.15170372,Emitter_2,Emitter_2
5408.96403,1.643574911,1.968134794,Emitter_2,Emitter_2
5400,1.908766644,1.84099771,Emitter_2,Emitter_2
5400,0.112459322,0,Emitter_1,Emitter_1
5400,1.590833983,1.05925389,Emitter_2,Emitter_2
5400,1.800402435,1.892907379,Emitter_2,Emitter_2
5400,1.693290749,1.852772365,Emitter_2,Emitter_2
5400.23544,1.666256443,1.139995876,Emitter_2,Emitter_2
5401.735417,1.793671402,1.781109421,Emitter_2,Emitter_2
5400.934221,1.48985599,1.148719644,Emitter_2,Emitter_2
5407.689517,1.89461959,2,Emitter_2,Emitter_2
5401.421376,1.647144553,1.18204101,Emitter_2,Emitter_2
5400,0.100973969,0,Emitter_1,Emitter_1
5400,1.684240294,1.884394205,Emitter_2,Emitter_2
5410,1.551204106,1.7372352,Emitter_2,Emitter_2
5410,1.591305703,1.132809797,Emitter_2,Emitter_2
5400,1.301724619,0.559003074,Emitter_2,Emitter_2
5408.807649,0.448208167,0,Emitter_1,Emitter_1
5407.124407,2,1.709550555,Emitter_2,Emitter_2
5400,1.172830233,1.236240737,Emitter_2,Emitter_2
5400,1.55535475,1.947721081,Emitter_2,Emitter_2
5400,1.271081093,1.018508891,Emitter_2,Emitter_2
5403.17997,1.778173275,1.073839269,Emitter_2,Emitter_2
5400,1.592109965,0.819568636,Emitter_2,Emitter_2
5400,1.660005874,2,Emitter_2,Emitter_2
