Radio Frequency,Pulse Width,Azimuth,Angle Of Elevation
5400.537937,1070.043621,1.239872859,0.985438214
5400,159.5286957,1.725624272,1.939676741
5401.262286,1001.543236,1.77767098,0.869276445
5400.970965,1034.63055,1.040155047,0.185123844
5400,1041.009387,0,0
5406.130844,180.3904909,1.946541384,1.881215607
5401.988331,135.1632151,1.718877397,1.91558899
5404.565319,1056.77334,0.639182351,0.328347941
5403.28388,1013.437662,0.793386273,1.63457532
5406.659953,1041.328871,0,0
5405.885659,162.7881554,2,1.747457391
5402.981529,1006.344601,0.134506379,0.57732858
5406.736474,129.3241508,1.618443876,1.623024568
5410,155.603929,1.701375046,2
5408.336629,1055.965723,0.115024538,0
5406.261256,1086.190118,1.876001636,1.357502251
5405.782651,1061.84388,0.227595703,0.763251628
5403.620726,919.081332,0.501066777,1.066185489
5407.800117,156.5827121,1.634858183,1.514238319
5406.452717,585.8542992,1.791664195,0.998404048
5405.984229,141.7358351,1.729949724,1.726495262
5409.852912,109.6838328,1.80058325,1.952346009
5403.777382,152.1227551,1.523170663,1.748559062
5404.606753,633.2505457,0.50263221,1.392936633
5399.632733,1027.094956,0.619155379,0.384467188
5404.582589,272.5264246,1.382355424,0.920290112
5410.670637,983.5386307,0.377718989,0.420588367
5400,998.6494948,0.137944663,0.78036593
5400,998.5557894,0.268699781,0.5351552
5400,136.7054622,1.688300597,1.815866952
5410,137.1775985,1.638783073,1.870131463
5410,979.1820882,0.621478564,0.341776802
5403.250965,149.2106558,2,1.944272027
5410,1030.103305,0,0.249650952
5402.330703,991.404065,0.624102967,0.520292959
5407.031568,1045.211471,0,0
5401.638741,1049.553586,0.274830738,-0.009884551
5400,132.4871531,1.637023242,1.673993264
5400,157.3379216,1.560470973,2
5406.010667,1003.381331,0.028178777,0.288339345
5400.918077,139.6843358,1.60270591,1.361893679
5404.502784,1041.621264,0.512387998,0.875022371
5404.211263,1010.997219,0.471135942,0.363497549
5410,1058.615768,0,0
5400,1042.406309,0.541081901,0.600470801
5401.262794,1068.206332,0,0
5400,145.9187434,2,1.803794606
5402.366079,1011.257276,0.154437679,0.177717086
5404.757662,177.3687,1.61772543,1.832400411
5408.867597,1056.246701,0,0.179158296
5400.214366,1022.88078,0.17504997,0.615573467
5400,142.7317544,1.7274029,1.871382058
5400,1081.21036,0.231995537,0
5400,1078.993665,0,0.414229939
5401.063724,1032.922387,0,0
5400,177.0876493,1.65676976,1.370043804
5400.475702,1068.403502,0,0
5410,1035.957249,0.134555481,0.251036251
5411.249341,1046.552453,0.283757609,0.493482564
5400,159.6288561,1.743335644,1.928884737
5410,1098.397571,0,0
5400,1037.936549,0,0
5400.885655,122.0678756,1.959738982,1.923088826
5409.416617,217.7544316,0.415088875,0.840872743
5400,154.2144019,1.735130318,1.798896802
5409.577486,1071.562283,0,0.341665787
5410,1066.942338,0.159659813,0.137306877
5401.009381,128.2449899,1.731295386,1.417597456
5400,136.0403849,1.916773341,1.983230526
5400,149.631424,1.878098168,1.796733801
5400,119.0132857,1.716011844,1.566835523
5400,1029.805731,0.519026384,0.51499303
5400,131.3043815,2,1.898749329
5400,989.4686908,0.276491569,0.315615133
5410,130.3046473,2,1.531954378
5400,119.3357858,2,1.646121868
5400,146.2345564,1.644205277,2
5400.374627,1020.246314,0.171477843,0.530349362
5400,1037.285019,0,0
5403.570073,1074.076446,1.76055399,0.463342048
5406.218999,116.4032896,1.558085241,1.541932897
5410,127.567457,1.570726113,1.679678197
5400,1048.478461,0.418606552,0.47907068
5400,1039.428805,0.086111495,0.125401354
5400,983.6166758,0,0.517828536
5402.349865,1036.998447,0.440046008,0
5400.602494,803.2079779,0.259314886,1.904128482
5400,1011.884911,0.506871265,0.500764885
5403.820883,142.4238619,2,1.849763559
5400.960817,1007.678406,0.431535436,0.329670175
5402.141363,121.4525725,1.760364117,1.735683211
5405.584765,130.0930145,1.913485827,1.845398182
5408.012959,1050.431755,0.072447398,0.714475468
5400,144.5432077,1.614895505,1.621205555
5404.587179,1058.840721,0,0
5400,150.094896,1.929912963,1.435624527
5399.454452,1014.56402,-0.140899471,0.0290935
5409.429278,1019.012661,0.492212348,0.554831812
5400,173.6387312,1.541837005,1.590856419
5402.555105,127.5496206,2,2
5407.430115,987.659396,0.412075745,0.616742033
5404.348222,984.1299071,0.476075565,0.403832825
5400.699839,946.6663374,1.493329607,1.338080972
5405.398209,155.918469,2,1.671156127
5406.748971,806.107829,0.991902503,0.957470958
5410,1017.931354,0.373629245,0.635194112
5400,1052.55351,0.107191642,0
5408.477432,991.8686262,0.642126455,0.515335019
5408.930243,902.4530338,0.35627552,1.11883874
5400,159.8622229,1.727990553,1.549890352
5410,124.6499988,1.637984748,1.600860278
5410,1052.777821,0.29117304,0.398529482
5402.044325,139.5365079,1.440573368,2
5402.412928,119.0318763,1.963755125,1.493030426
5404.570525,123.8045163,2,1.535067969
5407.854693,166.4562351,1.606657063,1.555670137
5401.21892,1025.876338,0.201982111,0.800723639
5400,1064.677061,0,0.371756792
5410,1028.831505,0.118552744,0.581169125
5407.823618,129.6581699,2,1.555619983
5402.330659,999.1225213,0.272158394,0.851094161
5406.525387,720.8134142,0.042830038,1.444589893
5401.417517,294.2962995,1.249292067,0.908838879
5400.514541,110.6656724,1.738200068,1.763790241
5400,142.0299028,1.471995447,2
5404.066729,591.2740379,1.460767681,0.667783854
5400,142.6825136,1.782102174,1.811972562
5403.978595,119.1928763,1.920751818,1.67830794
5400,999.2506761,0.423789035,0.526545975
5400,1015.489685,0.228542162,0.637902576
5400,120.3981691,1.922878151,1.793690179
5400,1061.300431,0,0
5410,168.851104,1.694373682,1.775812403
5399.080018,1002.179547,0.249706449,0.490739351
5400,160.469903,1.947169555,1.931700579
5404.114057,808.3728124,1.146535505,1.210461636
5400,1078.542001,0.384550976,0
5400,1060.761686,0.388227285,0.824385787
5400,1061.337992,0.215739514,0
5400,1087.861633,0,0.2492651
5403.11945,1068.349329,0.071801096,0.024319844
5400,164.8322724,1.72487945,1.804184817
5400,1021.681607,0.092654561,0.417605662
5410.648866,1022.077871,0.389114978,0.549100646
5405.109168,1066.021061,0.114628376,0.147670395
5400,154.4218205,2,1.520300272
5400,131.5131138,2,1.918565165
5400,1010.244378,0.685746275,0.817258848
5400,126.3530634,1.724864118,1.752537072
5407.627464,1059.458125,0.233874866,0.429741732
5401.739351,1007.517737,0.84690285,0.533011897
5400,148.9730975,1.830058573,2
5410,1100,0,0.083360286
5400,1041.224595,0.137523423,0
5400,1072.116162,0.149848127,0
5400,111.5422594,1.633720519,1.762077889
5400,1016.061684,0.624576973,0.382973487
5400,1063.014961,0,0.202694922
5403.446336,188.5235558,0.557888589,1.943560269
5410,115.2555784,1.589651225,1.496192574
5410.855748,189.3127492,1.833326623,1.627792652
5410,154.4811465,1.994943762,1.97761103
5400,149.7437053,1.862639959,1.85759345
5404.660826,138.8889297,1.601021906,1.841023049
5404.362643,164.906829,1.420118922,1.577845034
5410,186.8865148,2,1.891063126
5404.377234,1034.021107,0.3336319,0.478622503
5400,1039.176782,0,0
5408.241625,1077.824248,0.442077399,1.218964092
5401.724028,1021.202668,0.618741014,0.071524353
5399.890327,1061.135916,0.0705107,-0.112592639
5408.969555,996.9985006,0,0.589406399
5410,161.9205208,2,2
5400,996.4768472,0.352779745,0.600856892
5403.864598,553.4297431,0.642845181,0.553452334
5400,145.5453413,2,1.65210098
5410,1060.50545,0,0
5400,1040.516357,0.269804351,0.324802171
5402.394823,122.7461505,1.975649147,2.018839915
5410,125.728839,1.745022909,1.805406966
5410.210525,1055.954851,0.197434741,0.102790646
5400,119.2199716,2,1.618974794
5400,162.9397205,1.610258123,1.66727548
5400.630739,133.9047081,2,1.721775735
5410,139.4999552,1.756596649,1.922694828
5400,113.9109217,1.840225624,1.933583379
5405.584263,587.2435343,1.834962221,1.768451067
5409.129566,596.8392273,1.467392643,0.576624175
5400,156.7516122,1.55482397,1.434595273
5409.16166,1020.42189,0.395453915,0.326544449
5401.73161,1022.911841,0,0.761750431
5407.2098,952.3123878,0.037917121,1.383647676
5403.026491,128.2037484,2,1.936487064
5409.859864,1002.500797,0.396041107,0.850510942
5403.462514,106.8388806,2,1.488983426
5407.960025,1014.107657,0.123869459,0.50470552
5406.887748,711.592281,0.230583269,0.018477495
5400,1052.55845,0,0.06703893
5404.56301,126.7682041,1.99215872,1.88483626
5400,114.352182,1.760679759,1.594346388
5407.115582,1007.428246,0.097885677,0.290125522
5400,982.8895219,0.498860983,0.642011144
5410,1057.634797,0.119438328,0.137063216
5400,1059.362339,0,0.512532011
5400,1002.642153,0.265432498,0.366776346
5400.048087,582.6345627,0.763735149,1.369829161
5400,1009.885842,0.406031649,0.304485326
5400,142.9174107,1.630823191,1.836711858
5402.269836,1073.510395,0,0.057702924
5401.499103,150.3570021,1.556162885,1.705894537
5403.128142,948.4978288,0.95878277,1.111066978
5400,1043.541278,0,0
5400,116.1574061,1.961357016,1.573759264
5401.273056,864.5366557,0.2235401,0.315328476
5401.198687,219.2037381,0.894157376,1.060887632
5400,1015.508147,0,0
5410,995.0191034,0.195554482,0.876426585
5401.753671,194.3573343,1.809469297,1.67216963
5400,1045.840624,0,0.134867923
5410,1039.6404,0.254776235,0.110884982
5399.450257,1078.176411,-0.002775639,-0.010451389
5401.899906,158.5277764,1.875588223,1.92271335
5400,1002.542572,0.319346284,0.555610641
5402.009124,158.5397781,1.930820093,1.854617535
5400.000398,752.435267,1.762910848,0.762393962
5400,1024.276695,0.319641907,0.187288491
5400,1048.364435,0.460351049,0.412404962
5406.396978,728.9588742,1.78779733,0.818641315
5408.968226,1021.382184,0.063506605,0.67871328
5400,141.1282294,1.892551098,1.66248481
5400,978.0869802,0.156158413,0.136974221
5403.294185,1055.674217,0,0
5410,1039.588563,0.219404693,0
5405.946897,137.4127705,1.940130927,1.873742246
5407.129839,1032.172193,0.508942339,0.513325723
5403.878042,293.790226,1.130770862,1.048133502
5402.73738,1002.342439,0.568651625,0.828441548
5402.562795,1075.082126,0,0.180082251
5400,1067.058972,0.266469491,0
5403.809539,1060.48981,0.137485106,0.338425085
5410,135.6851358,1.840525877,2
5410,1038.466894,0.342959522,0.57063782
5402.562972,131.2026833,1.390271952,1.914652054
5400,1022.042289,0.459243669,0.734720593
5400,1059.696791,0,0.020983527
5406.443931,120.9729086,1.847706624,1.868865633
5410,1009.853953,0.031684802,0.223427316
5406.734805,1063.871533,0.02717858,0
5409.321002,1029.891812,0.160093377,0.517691136
5400.954935,100.3015404,1.487860219,1.512800598
5403.668219,1044.100297,0.102726385,0
5400,123.7183944,1.705529395,1.921462366
5410,133.5798823,1.843483625,1.992622685
5406.136337,148.7901328,1.808077979,2
5400,994.3903932,0.043077361,0.922910811
5403.974626,986.6042544,0.31077085,0.461745501
5399.678266,103.458269,2.025969989,1.484010678
5400,1039.031827,0,0
5400,164.937768,1.701900864,1.729499385
5406.73739,518.5786132,0.253263812,0.93171479
5400,1040.571553,0.458893191,0.684903907
5400,126.8324692,1.948053434,1.766994647
5403.099874,1054.897658,0,0
5402.911208,1087.395976,0,0
5400.311434,1010.599672,1.333929557,0.824275973
5400,131.7303561,1.800805574,1.667838316
5410,130.5913935,1.707098366,1.762760273
5402.575441,112.5154423,1.637566775,1.718515454
5407.450932,156.9892074,1.63795397,1.638029207
5401.137637,1004.673012,0.110579277,0.179448736
5404.397691,146.353115,1.733365164,1.790006723
5400,1054.992653,0.493432929,1.095161778
5400,157.8707967,1.945673677,1.725538061
5400,1039.04328,0,0
5400,137.7379736,1.948351711,1.89627172
5403.024114,253.4528426,1.487266481,0.625263767
5400,165.2565634,1.842353848,1.481285091
5405.248915,189.4408528,1.199202161,0.541206417
5406.142808,186.2635591,0.38100827,1.786017248
5404.865333,442.8249372,0.646369754,1.010790145
5404.391112,151.5408577,1.791581014,2
5410,1049.951751,0.244596372,0.641651565
5405.189641,118.561539,1.903381278,1.851324331
5400,1083.366336,0.186635773,0
5400,138.5530931,1.610966459,1.532536003
5408.781152,124.1298875,1.572090645,1.726137942
5410,1020.435494,0,0.636520899
5400,1008.924332,0.407844564,0.661020867
5404.244121,1045.683588,0.355880388,0.010832917
5405.235737,1073.623853,0,0
5400,1018.857044,0.354700294,0.600007205
5400,145.7927257,1.934559143,1.74120603
5400,147.1269673,1.638890397,1.92645411
5410,1058.124141,0.001389972,0.429313881
5400,1038.01658,0.436192954,0.63532296
5403.618914,1054.188816,0,0.260453435
5403.410662,920.4824458,0.69707033,1.242519918
5410,996.6076259,0,0.422533236
5409.40373,994.6520587,0.161682164,0.72108431
5400,144.5005451,1.797357342,1.978652932
5410,140.9904213,1.903592591,1.662031068
5400,170.6927228,1.261365629,1.734701424
5400,1033.683461,0.587736592,0.408471809
5409.378755,644.8728004,0.840728573,0.457278401
5409.635398,124.8537495,1.394667254,1.735082979
5400,1013.662116,0.099970753,0.536119364
5401.028303,991.7933843,0.123284725,0.512904129
5407.779762,104.7067509,2,1.801480504
5400,1011.46745,0.180469221,0.945835531
5400,1044.15714,0.493536146,0.394315601
5410,141.2249356,2,2
5403.323436,221.1464285,0.033683835,1.166372778
5404.896642,157.2892226,1.662064951,2
5407.544712,129.2911358,1.971203886,1.708153314
5408.702988,1023.614427,0.280924751,0.617322275
5400,1044.481857,0.260419144,0.295946363
5403.078278,119.375759,2,1.924185315
5402.232952,156.9804315,1.644915599,1.666867664
5409.448738,807.2196247,0.32768658,0.946351227
5400,1000.694588,0.388445852,0.237053234
5404.742854,131.1443912,1.952466183,1.993119199
5400.887626,503.053269,1.590985402,0.680054593
5401.970343,990.9892543,0.621627619,1.209469793
5400,138.7076523,1.620076081,1.625405322
5410,165.6128187,1.627078288,1.73193863
5410,1009.157023,0.102822175,0.223533203
5400,1042.436953,0.484914091,0.576800858
5410,1045.771869,0,0.055152491
5400,143.8457582,2,1.413051375
5406.223411,997.1907563,0.240115553,0.41694548
5400,1080.336716,0,0.079702501
5410,1049.152099,0.374041735,0.590085977
5401.39852,126.8695521,1.684422347,1.963670721
5410,145.4004276,2,1.621517827
5400,1077.358434,0,0.406937692
5410.688055,1087.390767,0.305527019,0.199336372
5409.349762,596.0754585,0.410173349,1.74655349
5410,154.7716878,1.953993891,1.773078147
5400,1088.294959,0,0.070407532
5405.829974,258.1089118,1.457943883,1.368664273
5400,1021.720624,0.783657322,0.644387156
5402.12719,1038.501075,0.44799876,0.387328497
5400,1016.190773,0.38921196,0.743922681
5410,1021.878179,0.061129154,0.603793985
5408.703565,333.485525,1.909658838,0.151728092
5400,128.8665025,1.930171624,2
5400,146.6305729,1.780601645,1.68509104
5404.681892,1062.299964,0,0
5400.944847,158.0600094,2,1.696134833
5402.100707,1010.066181,0.354751899,0.747815496
5410,148.5042392,1.750720256,1.938215274
5407.25103,1023.447656,0.077243627,0.231737889
5400,138.6078097,1.882201904,2
5400.634204,155.8188102,1.912084389,1.742316213
5400,1052.892941,0,0
5400,1073.510551,0.056585001,0.339373035
5400.047616,920.5153504,1.894659507,0.57897168
5400.601589,1084.014203,0.180197815,0.043699051
5410,1034.829108,0.559208013,0.834358321
5408.427833,166.4131187,1.775403951,1.895174641
5402.978345,1036.117786,0,0.157414796
5402.650338,183.6197097,1.891665258,1.938387186
5408.583725,143.6268428,1.591981666,2
5400,1026.256112,0.528766966,0.312132134
5400.835504,1048.016606,0.13163167,0
5400,1033.964477,0.27820293,0.262666289
5400,1054.800603,0,0
5400,992.6714394,0.333194413,0.162078047
5409.012428,498.234595,1.14896757,1.16177072
5406.595583,452.6255395,1.002532823,0.645022244
5400,1086.904544,0,0
5400,1019.519853,0.420882059,0.308494445
5400,157.8910195,1.63050688,1.742935011
5399.357838,1004.28289,0.085894361,0.591663588
5400.506136,1004.54793,0.231535096,0.497558399
5400,1009.777814,0.210825579,0.127840443
5403.285712,1036.923884,0.110830008,0.553602425
5405.072046,345.7292797,1.425165546,1.606006284
5400.049132,107.6789369,1.91897393,1.781633247
5400,1081.292535,0.001625775,0.178089785
5400,1080.635545,0.138998328,0
5406.509505,449.9004672,1.351624816,1.130081501
5400,1038.721887,0,0.233554708
5400,159.5695557,1.991043061,2
5400,1060.195443,0.346492432,0
5407.03801,1011.915216,0.47269992,0.736906113
5400.472765,129.1519198,1.588366555,1.728247445
5400.934828,919.2879246,0.487792267,0.709580141
5400,1006.541773,0.219212901,0.788754674
5403.844868,141.8720605,1.648361092,1.770040717
5409.535993,817.6041484,1.931091204,1.694000629
5400.332819,1031.473617,0.197051081,0.602490981
5399.774922,1001.188979,0.201354855,0.137119853
5400.045251,115.3603135,1.588335669,2
5405.890433,1019.319835,0.377277452,0.754346505
5410,100,1.874479915,1.730133746
5400,1038.739115,0.522380076,0.80972711
5400,1040.008314,0.487153665,0.722728602
5410,160.7232135,1.827706547,1.607027819
5410,1039.245902,0.016680945,0.286871708
5404.618904,370.2088644,0.842920959,1.186532562
5408.96129,988.5656054,0.506350176,1.979170015
5400,1005.437068,0.333738174,0.446663966
5405.979739,822.3760016,1.96982124,1.855497698
5402.059221,111.1319288,1.723551527,1.804305226
5401.291435,848.4498731,0.953717319,1.694852584
5408.797936,984.1378602,0.341971967,0.147625877
5407.52116,162.9065734,1.769515525,2
5410,126.6489543,1.861579373,2
5401.914743,635.4642485,1.702263371,0.279274668
5400,138.1698606,1.955553353,1.842336611
5406.44758,144.9031165,1.748160384,1.433383385
5400,155.4660948,1.927130289,2
5410,128.520111,1.575716545,1.466237436
5400,1007.617097,0.206945986,0.383572041
5410,105.4474229,1.913546227,1.959964699
5400.637246,1065.884881,0,0.25849367
5403.219889,144.278451,1.651981378,1.280657221
5400,1052.050548,0.173024279,0
5410,131.7969865,1.633295499,1.710382073
5402.625296,134.8674301,1.96506379,1.624115201
5408.394969,1084.265075,1.148390628,0.056726289
5400,1041.589442,0.127204625,0.938192672
5401.535078,1041.084015,0.122702809,0.326239735
5400,1053.065699,0.229340873,0
5400,130.0940512,1.719519964,1.785283198
5400,1054.121552,0.053630203,0
5406.767857,904.4001934,1.667225433,1.295459234
5410,1012.355243,0,0.647477671
5406.305198,127.5501924,1.755519491,1.545722668
5400,1072.930286,0.219393062,0
5400,1041.006563,0.321182811,0.429970324
5410,121.5624817,1.834923848,1.665273725
5400,1099.180654,0.167706007,0.105570626
5410,150.4207748,1.629944084,1.983000269
5406.240126,129.0454507,1.903602832,1.960610757
5400,1026.765363,0,0
5400,133.7774419,1.861826077,1.894587029
5401.615105,143.4729175,1.543446363,1.788265977
5403.526882,1001.807551,0,0.44875286
5410,1023.124768,0.496729745,0.429846825
5407.262742,1052.500942,0.062257085,0.453081077
5400,160.4259736,2,1.912003724
5400,1057.183177,0.01977112,0
5400.177102,1067.790556,0,0.12277571
5406.839599,125.7161133,2,1.324484191
5405.119034,152.3910473,1.887204333,1.884927128
5409.846945,121.2598168,1.795110006,0.483637503
5400,133.6864163,1.695908335,1.80893665
5410,1042.028335,0.364054655,0.545341478
5405.552882,100,1.661379858,1.881302847
5400,1048.408328,0.504291324,0.68888256
5403.42316,992.9981061,0.123075556,0.592920869
5400.324276,142.6486486,1.757019785,1.605683525
5407.10696,140.7333929,1.877555734,1.984306713
5400,1058.292066,0,0
5400,145.6681835,1.95427761,1.727069601
5400,135.4176784,1.966423064,1.695445186
5400,1076.066677,0,0
5409.048378,270.2743004,1.821788171,1.907575905
5408.156463,1010.345891,0.093029565,0.480429164
5400,118.1525223,1.649572797,1.82678633
5400.839867,155.6435804,1.923935274,1.491422066
5400,163.8094305,2,1.77212696
5409.480551,813.5519983,0.883964136,0.781170424
5400,141.7031838,1.231523778,1.875333312
5400,116.6701322,1.821702662,2
5410,119.1262884,2,1.663913858
5409.681437,134.3551121,1.871734573,1.850377653
5400,1064.496116,0,0.183417524
5409.5909,992.0142203,1.385584422,1.253128804
5400,1018.157499,0.43788424,0.489563607
5402.923746,120.3670992,1.775929988,1.723039435
5409.600974,870.4784232,1.514997698,0.881189504
5400,1001.019178,0.344167361,0.631901022
5400,101.6405853,1.957837027,1.644469656
5407.810923,112.5939932,1.755591928,1.973589185
5403.177352,1026.646008,0.242540658,0.387596573
5400,1040.851211,0.406490574,0.552868808
5403.016399,114.2314461,2,1.641272589
5400,173.1215763,1.671829629,1.836830307
5410,1085.916359,0.217110474,0
5405.376781,135.9276815,1.876293913,2
5400,1093.036382,0,0
5400.58712,937.9035805,1.624222162,1.433409243
5400,116.6127225,1.690427529,1.393418709
5408.130295,983.7606224,1.784497455,1.213430193
5400,138.0989493,1.81775763,1.818558256
5400.383509,162.0114356,1.747052973,1.92360666
5400,160.8425425,1.495602952,1.71487802
5409.235239,467.2486377,1.831879411,0.834779137
5407.994851,573.4955392,1.096248101,0.552542468
5400,130.3652234,1.745961062,1.907033051
5407.578317,161.4685791,1.747119458,1.48585287
